Data Godzina,Numer,Opis,Typ,Miejsce,Status,Kwota Mandatu,Data Zakończenia
2018-09-07 16:58:29,INT-33857/18,"PRZY SKRZYŻOWANIU Z UL. HYNKA OBOK LIDLA NA POSESJI DOMU JEDNORODZINNEGO WYPALANIE ŚMIECI , ZADYMIANIE ( NOTORYCZNIE )","WYPALANIE, OGNISKO",BALONOWA 28/,MANDAT,200,2018-09-10 08:04:11
2018-09-07 17:15:00,INT-34024/18,Handel na terenie parku kulturowego,HANDEL,OŁAWSKA /,MANDAT,100,2018-09-09 10:31:32
2018-09-07 17:15:00,INT-34024/18,Handel na terenie parku kulturowego,HANDEL,OŁAWSKA /,MANDAT,50,2018-09-09 10:31:32
2018-09-07 18:33:58,INT-33868/18,PARKOWANIE ZA B-36,BLOKADA,KAZIMIERZA WIELKIEGO /,100,,2018-09-07 18:34:25
2018-09-07 18:41:52,INT-33870/18,PARKOWANIE NA TRAWNIKU ORAZ NA PASIE POMIĘDZY JEZDNIAMI,NIEPRAWIDŁOWE PARKOWANIE,BRATERSKA /,100,,2018-09-07 18:41:58
2018-09-07 19:25:51,INT-33875/18,przejscie na czerwonym świetle,BEZPIECZEŃSTWO W KOMUNIKACJI,GRABISZYŃSKA /,100,,2018-09-07 19:26:58
2018-09-07 21:51:27,INT-33891/18,od Nowego Targu w kierunku ul. Szewskiej parkowanie za B-36+T-24,NIEPRAWIDŁOWE PARKOWANIE,KOTLARSKA /,100,,2018-09-08 01:56:04
2018-09-08 08:43:44,INT-33904/18,HANDEL PRZY SKLEPIE SPOŁEM.,HANDEL,JEMIOŁOWA /,50,,2018-09-08 09:46:14
2018-09-08 10:21:00,INT-33912/18,Parkowanie pojazdów nieuprawnionych na postoju TAXI,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,WEZWANIE,0,2018-09-08 11:11:53
2018-09-08 11:24:41,INT-33921/18,"Przy skrzyżowaniu z ul. Zakładową parkowanie pojazdów przy przejściu dla pieszych  w sposób utrudniający, zasłaniają widoczność.",NIEPRAWIDŁOWE PARKOWANIE,CZOCHRALSKIEGO /,MANDAT,200,2018-09-08 15:28:04
2018-09-08 12:36:00,INT-33931/18,Od strony ul. Bajana na zakazie zaparkowane pojazdy. Dodatkowo utrudniają wyjazd w ul. Bajana.,NIEPRAWIDŁOWE PARKOWANIE,SKRZYDLATA 5/,BEZ UWAG,0,2018-09-08 13:25:01
2018-09-08 13:25:00,INT-33937/18,Na trawnikach zaparkowane są pojazdy.,NISZCZENIE ZIELENI,TRAMWAJOWA /,WEZWANIE,200,2018-09-08 17:51:18
2018-09-08 13:25:00,INT-33937/18,Na trawnikach zaparkowane są pojazdy. ,NISZCZENIE ZIELENI,TRAMWAJOWA /,WEZWANIE,50,2018-09-08 17:51:18
2018-09-08 13:25:00,INT-33937/18,Na trawnikach zaparkowane są pojazdy. ,NISZCZENIE ZIELENI,TRAMWAJOWA /,WEZWANIE,0,2018-09-08 17:51:18
2018-09-08 13:54:13,INT-33941/18,PARKOWANIE ZA ZNAKIEM  B36 T 24.,NIEPRAWIDŁOWE PARKOWANIE,WITTIGA /,100,,2018-09-08 15:32:59
2018-09-08 13:54:13,INT-33941/18,PARKOWANIE ZA ZNAKIEM  B36 T 24.,NIEPRAWIDŁOWE PARKOWANIE,WITTIGA /,0,,2018-09-08 15:32:59
2018-09-08 14:20:00,INT-34097/18,handel na terenie Parku Kulturowego,HANDEL,RYNEK /,MANDAT,100,2018-09-10 14:30:00
2018-09-08 15:00:00,INT-34269/18,Handel na terenie Parku Kulturowego,HANDEL,RYNEK 53/55/,MANDAT,100,2018-09-11 15:48:09
2018-09-08 15:13:00,INT-33952/18,"Za znakiem zakazu zaparkowane częściowo na jezdni  częściowo na chodniku pojazdy dodatkowo brak 1,5 m przejścia dla pieszych",NIEPRAWIDŁOWE PARKOWANIE,MALARSKA /,WEZWANIE,0,2018-09-08 17:56:28
2018-09-08 15:20:00,INT-34098/18,handel balonami na terenie Parku kulturowego,HANDEL,RYNEK /,MANDAT,100,2018-09-10 10:21:15
2018-09-08 17:05:00,INT-34268/18,Handel na terenie Parku Kulturowego,HANDEL,OŁAWSKA /,MANDAT,100,2018-09-11 15:45:42
2018-09-08 17:29:00,INT-33966/18,We wnętrzu podwórzowym Probusa/Łokietka/Drobnera spożywanie alkoholu,SPOŻYWANIE ALKOHOLU,PROBUSA /,100,,2018-09-08 18:57:37
2018-09-08 17:45:00,INT-33983/18,parkowanie pojazdu na kopercie dla osoby niepełnosprawnej bez uprawnień,NIEPRAWIDŁOWE PARKOWANIE,WRÓBLEWSKIEGO /,SĄD,0,2018-09-08 20:13:49
2018-09-08 19:33:00,INT-33978/18,Wypalanie na działkach po stronie lewej patrząc od TESCO,"WYPALANIE, OGNISKO",DŁUGA /,MANDAT,100,2018-09-11 08:01:04
2018-09-09 00:30:00,INT-33999/18,PARKOWANIE W MIEJSCU OBOWIĄZYWANIA ZNAKU b-36 I T-24 W ZWIĄZKU Z MARATONEM,LAWETY,KAZIMIERZA WIELKIEGO /,100,,2018-09-09 00:51:03
2018-09-09 01:35:00,INT-34005/18,PARKOWANIE W MIEJSCU OBOWIĄZYWANIA ZNAKU B-36 I T-24 W ZWIĄZKU Z MARATONEM,LAWETY,RÓŻYCKIEGO /,0,,2018-09-09 02:09:17
2018-09-09 09:54:53,INT-34019/18,a Paderewskiego parkowanie pojazdów na przystankach MPK i chodnikach,NIEPRAWIDŁOWE PARKOWANIE,MICKIEWICZA ADAMA /,0,,2018-09-09 11:05:37
2018-09-09 10:10:06,INT-34022/18,pojazd Ford Transit żółty zaparkowany na pasie zieleni niszczy roślinność,NISZCZENIE ZIELENI,GERBEROWA 22/,100,,2018-09-09 13:18:15
2018-09-09 14:10:00,INT-34270/18,Kontrola handlu na terenie Parku kulturowego,HANDEL,RYNEK /,MANDAT,100,2018-09-11 15:51:23
2018-09-09 15:44:37,INT-34044/18,parkowanie za B-36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,100,,2018-09-09 17:35:09
2018-09-09 16:01:20,INT-34045/18,parkowanie pojazdów za B-36 i na całej szer. chodnika,NIEPRAWIDŁOWE PARKOWANIE,MULICKA /,0,,2018-09-09 18:31:07
2018-09-09 17:08:30,INT-34048/18,Jadąc ul.Mokronoską w kier.Mokronosu po prawej stronie wzdłuż pola kukurydzy(przy znaku koniec Wrocławia) biegnie droga z płyt betonowych.Przy tej drodze powstaje nielegalne wysypisko śmieci. ,PORZĄDKOWA,MOKRONOSKA /,100,,2018-09-10 06:16:21
2018-09-09 20:20:00,INT-34057/18,Zaparkowany na skrzyżowaniu pojazd m-ki Mercedes ,NIEPRAWIDŁOWE PARKOWANIE,WOJACZKA 17/19/,WEZWANIE,0,2018-09-09 23:40:36
2018-09-09 22:50:00,INT-34339/18,przejście na czerwonym świetle,BEZPIECZEŃSTWO W KOMUNIKACJI,DROBNERA /,100,,2018-09-12 09:29:59
2018-09-10 08:34:47,INT-34076/18,parkowanie pojazdów za B-36- 2 Toyoty.,NIEPRAWIDŁOWE PARKOWANIE,ZAMKOWA /,100,,2018-09-10 09:49:15
2018-09-10 09:59:56,INT-34089/18,"Strzegomska a Esronska handel, zablokowane dojscie do tablicy informacyjnej osiedla. Handel odzieza. Prosba o zajecie towaru i usuniecie handlarza.  Czas: 10.09.2018 10:01:05",HANDEL,STRZEGOMSKA ESTOŃSKA/,100,,2018-09-10 10:54:02
2018-09-10 10:04:03,INT-34090/18,"podwórko, parkujące pojazdy utrudniają wejście do MOPS-u, zgłaszająca prosi o kontakt patrolu w sprawie porady,jeżeli oznakowanie podwórka uniemożliwi podjęcie czynności przez SM.",NIEPRAWIDŁOWE PARKOWANIE,PLAC ŚW. MACIEJA 4/,0,,2018-09-10 11:49:31
2018-09-10 10:18:50,INT-34096/18,PRZY ASTRZE ZAPARKOWANE POJAZDY NA CHODNIKU I JEZDNI - UTRUDNIAJĄ PRZEJAZD,NIEPRAWIDŁOWE PARKOWANIE,SZYBOWCOWA /,0,,2018-09-10 11:13:06
2018-09-10 11:40:00,INT-34118/18,ul. Stałowicka art. 97 KW,WYKROCZENIA PIESZYCH,STABŁOWICKA /,MANDAT,100,2018-09-11 07:33:50
2018-09-10 11:48:58,INT-34108/18,"WJAZD OD UL SIENKIEWICA 125, SREBRNY POJAZD ZAPARKOWANY NA TERENIE ZIELONYM, NISZCZY ZIELEŃ",NISZCZENIE ZIELENI,SIENKIEWICZA 125/,0,,2018-09-10 15:40:17
2018-09-10 12:00:00,INT-34273/18,Działania reklamowe na terenie Parku Kulturowego,PLAKATY (REKLAMY),KATEDRALNA 3/,MANDAT,100,2018-09-11 15:58:51
2018-09-10 12:06:13,INT-34109/18,PARKOWANIE ZA D-40 ,NIEPRAWIDŁOWE PARKOWANIE,PLAC WOLNOŚCI /,100,,2018-09-10 12:06:21
2018-09-10 12:06:13,INT-34109/18,PARKOWANIE ZA D-40 ,NIEPRAWIDŁOWE PARKOWANIE,PLAC WOLNOŚCI /,0,,2018-09-10 12:06:21
2018-09-10 12:10:00,INT-34138/18,"Zaśmiecanie, wyrzucenie niedopałka na chodnik",PORZĄDKOWA,OŁAWSKA /,MANDAT,100,2018-09-10 15:32:41
2018-09-10 12:20:00,INT-34261/18,Parkowanie za B36,NIEPRAWIDŁOWE PARKOWANIE,WITA STWOSZA /,MANDAT,100,2018-09-11 15:20:11
2018-09-10 12:20:00,INT-34135/18,Handel na terenie Parku Kulturowego,HANDEL,OŁAWSKA /,MANDAT,100,2018-09-10 15:22:44
2018-09-10 12:30:00,INT-34137/18,Umieszczenie banerów reklamowych w pasie drogi na terenie Parku Kulturowego,PLAKATY (REKLAMY),PLAC KATEDRALNY /,MANDAT,100,2018-09-10 15:29:39
2018-09-10 12:40:00,INT-34136/18,Kontrola ruchu pojazdów za b1,BEZPIECZEŃSTWO W KOMUNIKACJI,SZEWSKA /,MANDAT,100,2018-09-10 15:25:40
2018-09-10 12:40:00,INT-34136/18,Kontrola ruchu pojazdów za b1,BEZPIECZEŃSTWO W KOMUNIKACJI,SZEWSKA /,MANDAT,0,2018-09-10 15:25:40
2018-09-10 13:10:14,INT-34246/18,wjazd za b-1,BEZPIECZEŃSTWO W KOMUNIKACJI,SUCHA /,100,,2018-09-11 13:10:14
2018-09-10 13:50:00,INT-34579/18,ZP.4017.1178.2018.GApismo Działu nZezwoleń UM ws. cofnięcia zezwolenia dla sklepu z alkoholem ul. Piłsudskiego 112,ZAKŁÓCANIE ŁADU I PORZĄDKU,PIŁSUDSKIEGO 112/,MANDAT,100,2018-09-21 18:17:36
2018-09-10 13:50:04,INT-34120/18,Reklama w pasie drogi.,PLAKATY (REKLAMY),BOROWSKA /,MANDAT,100,2018-09-11 07:55:24
2018-09-10 13:50:37,INT-34121/18,Niszczenie roślinności przez zaparkowany pojazd.,NISZCZENIE ZIELENI,BOROWSKA /,MANDAT,200,2018-09-10 13:50:39
2018-09-10 14:06:12,INT-34122/18,Handel na terenie gminy bez zezwolenia.,HANDEL,BOROWSKA /,MANDAT,200,2018-09-11 07:48:19
2018-09-10 14:06:23,INT-34124/18,Niezabezpieczone miejsce prac wykonywanych na wysokości.,PORZĄDKOWA,SIENKIEWICZA /,MANDAT,200,2018-09-11 07:42:58
2018-09-10 14:10:37,INT-34123/18,Reklama w pasie drogowym.,PLAKATY (REKLAMY),BOROWSKA /,MANDAT,200,2018-09-11 07:46:02
2018-09-10 14:22:53,INT-34127/18,Wezwanie komunikacyjne dot. INT-33979/18. Parkowanie pojazdu w odległości mniejszej niż 10 metrów od przejścia dla pieszych.,NIEPRAWIDŁOWE PARKOWANIE,ZAKŁADOWA /,WEZWANIE,0,2018-09-10 14:26:46
2018-09-10 15:45:00,INT-34183/18,parkowanie pojazdu za znakiem B-36+T-24 na chodniku,NIEPRAWIDŁOWE PARKOWANIE,WIERZBOWA /,100,,2018-09-11 06:36:49
2018-09-10 15:55:00,INT-34257/18,Handel na terenie gminy,HANDEL,SKARBOWCÓW /,MANDAT,50,2018-09-11 15:05:01
2018-09-10 15:57:24,INT-34141/18,"W piątek na ulicy Smętnej a Żmichowskiej zgłaszająca została pogryziona przez 2 psy, właściciel tych psów mieszka na ul. Partyzantów, chce żeby sprawdzić, czy psy były szczepione- policja skierowała ją ,aby zgłosiła to zdarzenie do Straży Miejskiej",PIES,SMĘTNA /,MANDAT,250,2018-09-12 07:23:32
2018-09-10 15:57:24,INT-34141/18,"W piątek na ulicy Smętnej a Żmichowskiej zgłaszająca została pogryziona przez 2 psy, właściciel tych psów mieszka na ul. Partyzantów,chce żeby sprawdzić, czy psy były szczepione- policja skierowała ją ,aby zgłosiła to zdarzenie do Straży Miejskiej",PIES,SMĘTNA /,MANDAT,100,2018-09-12 07:23:32
2018-09-10 16:35:49,INT-34145/18,Pojazdy nieuprawnione na kopertach Vozilli- 1.Łaciarska 2.Włodkowica przy USC.10-219 ul. Łaciarska ,NIEPRAWIDŁOWE PARKOWANIE,ŁACIARSKA /,0,,2018-09-10 17:45:58
2018-09-10 16:48:10,INT-34146/18,"Gwiaździsta przy Szczęśliwej- pojazdy na chodniku za znakiem B-36, utrudnione przejście.",NIEPRAWIDŁOWE PARKOWANIE,GWIAŹDZISTA /,100,,2018-09-10 18:10:09
2018-09-10 16:48:10,INT-34146/18,"Gwiaździsta przy Szczęśliwej- pojazdy na chodniku za znakiem B-36, utrudnione przejście.",NIEPRAWIDŁOWE PARKOWANIE,GWIAŹDZISTA /,0,,2018-09-10 18:10:09
2018-09-10 17:10:45,INT-34150/18,Na całej szerokości chodnika stoi Fiat Ducato.,NIEPRAWIDŁOWE PARKOWANIE,HALLERA 180/,0,,2018-09-10 18:38:39
2018-09-10 17:30:00,INT-34173/18,Prowadzenie dzialań reklamowych w postaci wolnostojącego nośnika reklamowego - rozdawanie darmowych napojów bezalkoholowych - skrzyżowanie Ruskiej a Kazimierza Wielkiego,PLAKATY (REKLAMY),RUSKA /,MANDAT,500,2018-09-10 20:03:57
2018-09-10 17:30:00,INT-34173/18,Prowadzenie dzialań reklamowych w postaci wolnostojącego nośnika reklamowego - rozdawanie darmowych napojów bezalkoholowych - skrzyżowanie Ruskiej a Kazimierza Wielkiego,PLAKATY (REKLAMY),RUSKA /,MANDAT,0,2018-09-10 20:03:57
2018-09-10 17:46:10,INT-34155/18,Koperty Vozilli- 1.Ruska 2.kiełbaśnicza 3.Rzeźnicza 4.Odrzańska- pojazdy bez uprawnień.,NIEPRAWIDŁOWE PARKOWANIE,RUSKA /,0,,2018-09-10 20:56:03
2018-09-10 19:24:36,INT-34168/18,parkowanie na chodniku- brak 1.5m przejścia.,NIEPRAWIDŁOWE PARKOWANIE,ŻEGIESTOWSKA 9-11/,0,,2018-09-10 20:13:24
2018-09-10 21:36:07,INT-34176/18,grochowa pomiędzy kruczą a gajowicką po drugiej stronie kościoła pojazdy zaparkowane na chodniku za B-36,NIEPRAWIDŁOWE PARKOWANIE,GROCHOWA /,100,,2018-09-10 22:09:14
2018-09-10 21:44:01,INT-34177/18,Parkowanie w D-40 poza miejscami wyznaczonymi.,NIEPRAWIDŁOWE PARKOWANIE,STRZEGOMSKA 3B-3C/,100,,2018-09-11 00:27:53
2018-09-10 22:10:41,INT-34178/18,"Pojazdy na chodniku ,na zakazie blokują ruch pieszych.",NIEPRAWIDŁOWE PARKOWANIE,KIEŁCZOWSKA 14-22/,100,,2018-09-10 22:49:37
2018-09-11 00:19:56,INT-34181/18,parkowanie pojazdów za B-36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,100,,2018-09-11 00:24:13
2018-09-11 00:19:56,INT-34181/18,parkowanie pojazdów za B-36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,0,,2018-09-11 00:24:13
2018-09-11 07:59:27,INT-34189/18,handel bez zezwolenia,HANDEL,JEMIOŁOWA /,50,,2018-09-11 09:49:04
2018-09-11 08:07:30,INT-34191/18,"zablokowany wjazd na budowe, zgłaszający pod tel.",Zablokowany wyjazd,BUCZACKA 4/,WEZWANIE,0,2018-09-11 08:39:20
2018-09-11 09:45:00,INT-34264/18,kONTROLA RUCHU POJAZDÓW ZA B1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOSTY MŁYŃSKIE /,MANDAT,100,2018-09-11 15:24:18
2018-09-11 09:50:00,INT-34280/18,Parkowanie za B35,NIEPRAWIDŁOWE PARKOWANIE,CYNAMONOWA /,WEZWANIE,100,2018-09-11 16:35:44
2018-09-11 10:15:00,INT-34265/18,Parkowanie na kopercie dla osób niepełnosprawnych bez uprawnień,NIEPRAWIDŁOWE PARKOWANIE,ŚWIĘTEGO MARCINA /,MANDAT,500,2018-09-11 15:35:02
2018-09-11 10:15:00,INT-34265/18,Parkowanie na kopercie dla osób niepełnosprawnych bez uprawnień,NIEPRAWIDŁOWE PARKOWANIE,ŚWIĘTEGO MARCINA /,MANDAT,0,2018-09-11 15:35:02
2018-09-11 10:54:08,INT-34215/18,NA DRODZE DOJAZDOWEJ DO CENTRUM HISTORI ZAJEZDNIA PARKOWANIE ZA B36,NIEPRAWIDŁOWE PARKOWANIE,GRABISZYŃSKA 184/,100,,2018-09-11 12:06:38
2018-09-11 10:54:08,INT-34215/18,NA DRODZE DOJAZDOWEJ DO CENTRUM HISTORI ZAJEZDNIA PARKOWANIE ZA B36,NIEPRAWIDŁOWE PARKOWANIE,GRABISZYŃSKA 184/,0,,2018-09-11 12:06:38
2018-09-11 10:55:00,INT-34267/18,Parkowanie na drodze dla rowerów,NIEPRAWIDŁOWE PARKOWANIE,RUSKA /,MANDAT,100,2018-09-11 15:41:31
2018-09-11 10:55:00,INT-34272/18,Handel na terenie Parku Kulturowego,HANDEL,OŁAWSKA /,MANDAT,100,2018-09-11 15:55:46
2018-09-11 11:05:00,INT-34239/18,Zanieczyszczanie miejsca ogólnodostępnego moczem (podjazd dla wózków przy petli MPK),PORZĄDKOWA,SNYCERSKA /,MANDAT,100,2018-09-12 07:25:37
2018-09-11 11:10:00,INT-34241/18,Udsiłowanie spożycia alkoholu w miejscu niedozwolonym.,SPOŻYWANIE ALKOHOLU,ŚREDZKA /,POUCZENIE,0,2018-09-17 18:37:49
2018-09-11 11:40:00,INT-34243/18,parkowaie za znakiem D-18 dla pojazdów ciężarowych,NIEPRAWIDŁOWE PARKOWANIE,ZAREMBOWICZA /,WEZWANIE,0,2018-09-11 12:50:56
2018-09-11 11:43:32,INT-34224/18,PARKOWANIE ZA B36 - UTRUDNIONY WYJAZD Z PRZYCHODNI,NIEPRAWIDŁOWE PARKOWANIE,WSZYSTKICH ŚWIĘTYCH /,0,,2018-09-11 16:32:03
2018-09-11 12:07:57,INT-34227/18,"zablokowany wjazd na budowe, zgłaszający pod tel.",Zablokowany wyjazd,BUCZACKA 4/,WEZWANIE,0,2018-09-11 12:08:12
2018-09-11 12:10:00,INT-34266/18,Parkowanie za B35,NIEPRAWIDŁOWE PARKOWANIE,KIEŁCZOWSKA /,MANDAT,100,2018-09-11 15:38:24
2018-09-11 12:25:00,INT-34395/18,Spozywanie alkoholu w miejscu publicznym,SPOŻYWANIE ALKOHOLU,RYNEK /,MANDAT,100,2018-09-12 16:17:46
