2018-03-06 00:31:30,INT-09728/18,Parkowanie w strefie zamieszkania + blokowanie chodników.,NIEPRAWIDŁOWE PARKOWANIE,PRĄDZYŃSKIEGO 47-63/,0,,2018-03-06 05:51:28
2018-03-06 00:40:00,INT-09730/18,parkowanie w strefie zamieszkania poza miejscami wyznaczonymi do parkowania,BLOKADA,RODZIEWICZÓWNY /,100,,2018-03-06 03:40:00
2018-03-06 00:50:00,INT-09731/18,parkowanie za B-35,BLOKADA,BUDZISZYŃSKA /,100,,2018-03-06 03:49:50
2018-03-06 00:50:00,INT-09731/18,parkowanie za B-35,BLOKADA,BUDZISZYŃSKA /,0,,2018-03-06 03:49:50
2018-03-06 06:51:02,INT-09743/18,KONTROLA PARKOWANIA UL. SZEWSKA,NIEPRAWIDŁOWE PARKOWANIE,SZEWSKA /,MANDAT,100,2018-03-06 13:14:44
2018-03-06 07:16:17,INT-09746/18,PARKOWANIE ZA ZNAKIEM B-36,NIEPRAWIDŁOWE PARKOWANIE,NYSKA 50/,MANDAT,100,2018-03-06 07:19:08
2018-03-06 08:43:04,INT-09753/18,KONTROLA PARK KULTUROWY,PLAKATY (REKLAMY),RYNEK 42/43/,POUCZENIE,0,2018-03-06 08:47:37
2018-03-06 08:50:00,INT-09908/18,jazda rowerem po przejściu ,BEZPIECZEŃSTWO W KOMUNIKACJI,HUBSKA /,MANDAT,100,2018-03-06 20:05:56
2018-03-06 09:04:40,INT-09760/18,ZANIECZYSZCZANIE LEWACJI BUDYNKU,PORZĄDKOWA,PRZEJŚCIE GARNCARSKIE /,POUCZENIE,0,2018-03-06 09:06:39
2018-03-06 09:08:40,INT-09761/18,Na ścieżce rowerowej dwa pojazdy typu furgon parkują uniemożliwiając przejazd rowerów( lokalizacja przy wiadukcie kolejowym),NIEPRAWIDŁOWE PARKOWANIE,STRZEGOMSKA 42/,100,,2018-03-06 11:13:26
2018-03-06 09:18:39,INT-09763/18,pojazd marki BMW o nr rej. DJE  zaparkowany na kopercie dla osoby niepełnosprawnej bez uprawnień.,NIEPRAWIDŁOWE PARKOWANIE,RUSKA 68/,0,,2018-03-06 09:19:59
2018-03-06 09:25:00,INT-09800/18,kontrola parkowania pojazdów za B-36 przy budynku Globis,NIEPRAWIDŁOWE PARKOWANIE,POWSTAŃCÓW ŚLĄSKICH /,100,,2018-03-06 11:50:23
2018-03-06 09:37:39,INT-09770/18,a Racławicka i Wolbromska - samochody parkują na skrzyżowaniu i przejściach dla pieszych.,NIEPRAWIDŁOWE PARKOWANIE,JASTRZĘBIA /,100,,2018-03-06 11:29:05
2018-03-06 10:45:53,INT-09784/18,przy przychodni Onkomed pojazdy nieuprawnione zaparkowane na miejscach zastrzezonych,NIEPRAWIDŁOWE PARKOWANIE,KOŚCIUSZKI TADEUSZA 109A/,100,,2018-03-06 12:00:29
2018-03-06 11:15:00,INT-09911/18,handel bez zezwolenia,HANDEL,SKARBOWCÓW /,MANDAT,50,2018-03-06 20:12:40
2018-03-06 11:20:00,INT-09745/18,Kontrole lokali usługowych i gastronomicznych ul. Ruska według wykazu WNŚ.ZO.4010.919.2018.ML,PORZĄDKOWA,RUSKA 58-59/,MANDAT,100,2018-03-06 08:03:33
2018-03-06 11:40:04,INT-09799/18,"a ul. Krasińskiego, parkowanie pojazdów na przejściu dla pieszych.",NIEPRAWIDŁOWE PARKOWANIE,AL. SŁOWACKIEGO /,0,,2018-03-06 12:24:56
2018-03-06 11:59:31,INT-09804/18,Zablokowany pojazd prawidłowo zaparkowany przez Alfa Romeo - lokalizacja Mennicza pomiędzy Świdnicka a Widok.,Zablokowany wyjazd,MENNICZA /,100,,2018-03-06 13:28:30
