Data Godzina,Numer,Opis,Typ,Miejsce,Status,Kwota Mandatu,Data Zakończenia
2018-03-23 14:40:00,INT-12718/18,interwencja wobec pojazdu który wjechał do Rynku za B-1 bez zgody SMW,BEZPIECZEŃSTWO W KOMUNIKACJI,RYNEK /,POUCZENIE,0,2018-03-23 18:53:10
2018-03-23 15:30:00,INT-12740/18,Kontrola parkowania za znakiem b36 +t24,NIEPRAWIDŁOWE PARKOWANIE,FREDRY /,MANDAT,100,2018-03-23 20:33:50
2018-03-23 16:00:00,INT-12720/18,"interwencja wobec pojazdu który zaparkował w miejscu obowiązywania znaku B-36, T-24 + przejście dla rowerów",NIEPRAWIDŁOWE PARKOWANIE,RUSKA /,SĄD,0,2018-03-23 18:57:12
2018-03-23 16:12:53,INT-12671/18,RÓG UL. ESTOŃSKIEJ POJAZD VW BLOKUJE CHODNIK I UTRUDNIA WYJAZD Z POSESJI PO DRUGIEJ STRONIE ULICY,NIEPRAWIDŁOWE PARKOWANIE,UKRAIŃSKA 13/,LAWETA,100,2018-03-23 19:10:38
2018-03-23 16:15:21,INT-12673/18,pojazd Opel DW 839MJ zaparkowany na trawniku,NIEPRAWIDŁOWE PARKOWANIE,MURARSKA 59/60 /,0,,2018-03-23 16:57:11
2018-03-23 16:18:09,INT-12675/18,PARKOWANIE ZA B36+T24 + UTRUDNIANIE PRZEJAZDU,NIEPRAWIDŁOWE PARKOWANIE,PSIE BUDY /,100,,2018-03-23 18:23:49
2018-03-23 16:25:00,INT-12721/18,interwencja wobec kierującego który niezastosował się do B-1,NIEPRAWIDŁOWE PARKOWANIE,OŁAWSKA 5/,MANDAT,50,2018-03-23 19:04:22
2018-03-23 16:30:00,INT-12716/18,KONTROLA LOKALI GASTRONOMICZNYCH,PORZĄDKOWA,NOŻOWNICZA /,MANDAT,200,2018-03-23 19:18:54
2018-03-23 16:51:59,INT-12691/18,Parkowanie za zn.B-36.,NIEPRAWIDŁOWE PARKOWANIE,RZEŹNICZA 26-27/,WEZWANIE,100,2018-03-23 18:47:13
2018-03-23 16:51:59,INT-12691/18,Parkowanie za zn.B-36.,NIEPRAWIDŁOWE PARKOWANIE,RZEŹNICZA 26-27/,WEZWANIE,0,2018-03-23 18:47:13
2018-03-23 17:00:00,INT-12722/18,"kontrola parkowania pojazdów za B-36, T-24",NIEPRAWIDŁOWE PARKOWANIE,SZEWSKA 72/,MANDAT,100,2018-03-23 19:07:40
2018-03-23 17:20:00,INT-12943/18,kontrola parkowania pojazdów na P-21,BLOKADA,TEATRALNA /,MANDAT,100,2018-03-25 08:16:41
2018-03-23 17:20:00,INT-12943/18,kontrola parkowania pojazdów na P-21,BLOKADA,TEATRALNA /,MANDAT,0,2018-03-25 08:16:41
2018-03-23 17:50:00,INT-12728/18,Kontrola p0arkowania za znakiem b-36 +t24,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,MANDAT,100,2018-03-23 19:46:47
2018-03-23 18:00:00,INT-13200/18,deptanie trawnika ,NISZCZENIE ZIELENI,LOTNICZA /,MANDAT,50,2018-03-26 18:44:36
2018-03-23 18:05:00,INT-13206/18,HANDEL NA TERENIE GMINNYM BEZ ZGODY ,HANDEL,KRÓLEWIECKA /,MANDAT,50,2018-03-26 19:17:31
2018-03-23 18:05:00,INT-13206/18,HANDEL NA TERENIE GMINNYM BEZ ZGODY ,HANDEL,KRÓLEWIECKA /,MANDAT,100,2018-03-26 19:17:31
2018-03-23 19:00:00,INT-13248/18,handel szalikami,HANDEL,KRÓLEWIECKA /,MANDAT,100,2018-03-27 07:39:38
2018-03-23 22:23:31,INT-12765/18,kamienica - spalanie odpadów w piecu,PIEC,NIEMCEWICZA 22/,MANDAT,100,2018-03-26 20:17:47
2018-03-24 00:29:03,INT-12776/18,od Al. Pracy do Pierwiosnkowej parkuje 5 aut w miejscu zakazu zatrzymywania się.,NIEPRAWIDŁOWE PARKOWANIE,INŻYNIERSKA /,0,,2018-03-24 05:48:23
2018-03-24 00:29:03,INT-12776/18,od Al. Pracy do Pierwiosnkowej parkuje 5 aut w miejscu zakazu zatrzymywania się.,NIEPRAWIDŁOWE PARKOWANIE,INŻYNIERSKA /,100,,2018-03-24 05:48:23
2018-03-24 08:00:36,INT-13253/18,handel,HANDEL,OŁAWSKA /,MANDAT,50,2018-03-27 08:00:47
2018-03-24 08:43:03,INT-12786/18,Pojazdy zaparkowane za B-36 oraz na trawnikach.,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA 163-169/,0,,2018-03-24 13:37:19
2018-03-24 08:43:03,INT-12786/18,Pojazdy zaparkowane za B-36 oraz na trawnikach.,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA 163-169/,100,,2018-03-24 13:37:19
2018-03-24 09:05:29,INT-12793/18,"Pojazdy zaparkowane na jezdni i chodniku utrudniają ruch, brak przejścia dla pieszych",NIEPRAWIDŁOWE PARKOWANIE,RYBNICKA 16/,0,,2018-03-24 11:21:25
2018-03-24 09:13:52,INT-12798/18,Idzikowskiego-Skrzydlata 4 pojazdy zaparkowane na trawniku niszczą zieleń,NISZCZENIE ZIELENI,IDZIKOWSKIEGO /,50,,2018-03-24 11:12:04
2018-03-24 09:13:52,INT-12798/18,Idzikowskiego-Skrzydlata 4 pojazdy zaparkowane na trawniku niszczą zieleń,NISZCZENIE ZIELENI,IDZIKOWSKIEGO /,100,,2018-03-24 11:12:04
2018-03-24 09:20:02,INT-12801/18,Na zakręcie na jezdni i pasie zieleni stoi dostawczy pojazd utrudnia widoczność i niszczy trawnik.,NISZCZENIE ZIELENI,TRÓJKĄTNA 54/,0,,2018-03-24 10:35:52
2018-03-24 09:26:24,INT-12802/18,pojazdy parkują na p-21,NIEPRAWIDŁOWE PARKOWANIE,WIELKA 24-26/,0,,2018-03-24 10:50:35
2018-03-24 10:17:45,INT-12810/18,1.Plac Biskupa Nankiera 16 pojazdy na przejściu dla pieszych.2.Łaciarska od Nankiera do Nożowniczej pojazdy za znakiem B-36.,NIEPRAWIDŁOWE PARKOWANIE,PLAC NANKIERA 16/,0,,2018-03-24 14:49:17
2018-03-24 10:17:45,INT-12810/18,1.Plac Biskupa Nankiera 16 pojazdy na przejściu dla pieszych.2.Łaciarska od Nankiera do Nożowniczej pojazdy za znakiem B-36.,NIEPRAWIDŁOWE PARKOWANIE,PLAC NANKIERA 16/,100,,2018-03-24 14:49:17
2018-03-24 10:23:11,INT-12812/18,pojazdy parkują za b-36,NIEPRAWIDŁOWE PARKOWANIE,BIAŁOWIESKA 4/,100,,2018-03-24 14:05:01
2018-03-24 10:25:00,INT-13244/18,Handel bez zezwolenia,HANDEL,KOSMONAUTÓW /,200,,2018-03-27 07:38:00
2018-03-24 10:55:00,INT-13243/18,handel na terenie gminy bez zezwolenia,HANDEL,KOZANOWSKA /,100,,2018-03-27 07:31:26
2018-03-24 11:05:42,INT-12819/18,pojazdy w strefie zamieszkania nie stosują się do znaku d-40,NIEPRAWIDŁOWE PARKOWANIE,MAŁOPOLSKA 38/,100,,2018-03-24 15:41:00
2018-03-24 11:46:49,INT-12834/18,Jesionowa50-54 - strefa zamieszkania - pojazdy poza miejscami wyznaczonymi.,NIEPRAWIDŁOWE PARKOWANIE,JESIONOWA 50-54/,0,,2018-03-24 12:54:31
2018-03-24 12:05:44,INT-12837/18,Komandorska pomiędzy Radosną a Wielką- bliżej Wielkiej- za B36 stoi 8 pojazdów.,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,0,,2018-03-24 14:40:09
2018-03-24 12:05:44,INT-12837/18,Komandorska pomiędzy Radosną a Wielką- bliżej Wielkiej- za B36 stoi 8 pojazdów.,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,100,,2018-03-24 14:40:09
2018-03-24 13:53:08,INT-12860/18,pojazdy strefie zamieszkania parkują w miejscach niewyznaczonych . brama zamykana- po przyjeżdzie patrolu zadzwonić do zgłaszajacego otworzy wjazd,NIEPRAWIDŁOWE PARKOWANIE,PRĄDZYŃSKIEGO 57/,0,,2018-03-24 17:06:00
2018-03-24 13:53:08,INT-12860/18,pojazdy strefie zamieszkania parkują w miejscach niewyznaczonych . brama zamykana- po przyjeżdzie patrolu zadzwonić do zgłaszajacego otworzy wjazd,NIEPRAWIDŁOWE PARKOWANIE,PRĄDZYŃSKIEGO 57/,100,,2018-03-24 17:06:00
2018-03-24 14:35:00,INT-13262/18,ulotki,PLAKATY (REKLAMY),RYNEK RATUSZ /,MANDAT,100,2018-03-27 08:36:58
2018-03-24 14:45:00,INT-13264/18,ulotki,PLAKATY (REKLAMY),RYNEK RATUSZ /,MANDAT,100,2018-03-27 08:41:36
2018-03-24 14:50:00,INT-13246/18,handel bez zezwolenia,HANDEL,STRZEGOMSKA /,200,,2018-03-27 07:51:05
2018-03-24 15:10:00,INT-13258/18,handel,HANDEL,RYNEK RATUSZ 52/,MANDAT,100,2018-03-27 08:25:41
2018-03-24 15:20:00,INT-13260/18,handel,HANDEL,RYNEK RATUSZ 53/,MANDAT,100,2018-03-27 08:32:28
2018-03-24 15:32:44,INT-12875/18,Godz.15.00 patrol ujawnił zadymienie terenu.,PIEC,ŻERNICKA 98/,0,,2018-03-24 19:10:06
2018-03-24 16:11:37,INT-12882/18,Od N. Targu w str. Szewskiej parkowanie za B-36 i T-24.,NIEPRAWIDŁOWE PARKOWANIE,KOTLARSKA /,100,,2018-03-24 18:29:31
2018-03-24 17:44:34,INT-12904/18,Strefa zamieszkania- pojazdy poza miejscami wyznaczonymi.,NIEPRAWIDŁOWE PARKOWANIE,BULWAR DEDALA 8/,0,,2018-03-24 18:40:37
2018-03-24 17:56:54,INT-12905/18,Pojazdy zaparkowane za B-36 utrudniają ruch.Godz.18:23 ponowne zgłoszenie za B36 stoi10 pojazdów.,NIEPRAWIDŁOWE PARKOWANIE,PLAC KONSTYTUCJI 3-GO MAJA /,WEZWANIE,0,2018-03-25 01:55:10
2018-03-24 18:04:41,INT-12907/18,nowowiejska a piastowska pojazd zaparkował na trawniku /skwer/,NISZCZENIE ZIELENI,NOWOWIEJSKA /,OSTRZEŻENIE,0,2018-03-25 01:04:53
2018-03-24 18:12:17,INT-12908/18,"Łaciarska pomiędzy Nankiera a Nożowniczą pojazdy za B36, T24 utrudniają ruch.",NIEPRAWIDŁOWE PARKOWANIE,ŁACIARSKA /,0,,2018-03-25 06:18:57
2018-03-24 18:32:02,INT-12909/18,Strefa zamieszkania pojazdy poza miejscami wyznaczonymi utrudniają wyjazd z miejsc parkingowych.,NIEPRAWIDŁOWE PARKOWANIE,RODZINNA 23 I 23A/,OSTRZEŻENIE,0,2018-03-24 23:16:34
2018-03-24 19:00:00,INT-15094/18,Parkowanie w strefie D40 poza miejscem wyznaczonym,NIEPRAWIDŁOWE PARKOWANIE,ZŁOTNICKA /,0,,2018-04-09 06:21:48
2018-03-24 20:00:07,INT-12918/18,parkowanie za b36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,100,,2018-03-24 22:17:57
2018-03-24 20:34:48,INT-12921/18,KOPERTY DLA SAMOCHODÓW ELEKTRYCZNYCH ZAJĘTE PRZEZ INNE POJAZDY,NIEPRAWIDŁOWE PARKOWANIE,ŁACIARSKA /,WEZWANIE,0,2018-03-24 21:56:29
2018-03-24 20:51:29,INT-12922/18,Pomiędzy ul.Kazimierza Wlk. a Łaciarską pojazdy nieuprawnione na kopertach dla poj.elektrycznych.,NIEPRAWIDŁOWE PARKOWANIE,OFIAR OŚWIĘCIMSKICH /,0,,2018-03-24 21:45:22
2018-03-24 20:56:45,INT-12923/18,PARKOWANIE ZA B36.Ponowne zgłoszenie 21:27 ,NIEPRAWIDŁOWE PARKOWANIE,STRAWIŃSKIEGO 5-9/,0,,2018-03-25 00:08:40
2018-03-24 20:56:45,INT-12923/18,PARKOWANIE ZA B36.Ponowne zgłoszenie 21:27 ,NIEPRAWIDŁOWE PARKOWANIE,STRAWIŃSKIEGO 5-9/,100,,2018-03-25 00:08:40
2018-03-24 21:33:33,INT-12927/18,PRZED LOKALEM PRINCESSA LEŻY CZŁOWIEK,LEŻĄCA OSOBA,RYNEK /,ODWIEZIONY/A DO IW,0,2018-03-24 22:38:01
2018-03-24 22:37:42,INT-12936/18,Parkowanie za zn.B-36 utrudnienia w ruchu.,NIEPRAWIDŁOWE PARKOWANIE,MALARSKA /,0,,2018-03-25 00:27:04
2018-03-24 22:37:42,INT-12936/18,Parkowanie za zn.B-36 utrudnienia w ruchu.,NIEPRAWIDŁOWE PARKOWANIE,MALARSKA /,100,,2018-03-25 00:27:04
2018-03-25 08:42:15,INT-12945/18,parkowanie pojazdów na pasach wył. z ruchu,NIEPRAWIDŁOWE PARKOWANIE,WIELKA 26-28/,0,,2018-03-25 13:18:17
2018-03-25 08:42:15,INT-12945/18,parkowanie pojazdów na pasach wył. z ruchu,NIEPRAWIDŁOWE PARKOWANIE,WIELKA 26-28/,100,,2018-03-25 13:18:17
2018-03-25 09:58:39,INT-12947/18,"zaparkowany poj. bus na całej szerokości chodnika, zgłaszająca ma utrudniony dostęp do posesji oraz wjazd, poj. zaparkowany od 3 dni, zgłoszenie ponowne",NIEPRAWIDŁOWE PARKOWANIE,ORKANA WŁADYSŁAWA 67/,0,,2018-03-25 11:50:35
2018-03-25 10:10:19,INT-12948/18,zablokowany garaż przez zielony pojazd terenowy,Zablokowany wyjazd,HALLERA 160/,LAWETA,0,2018-03-25 11:28:07
2018-03-25 10:15:00,INT-13016/18,pojazd zaparkowany za B-36,BLOKADA,MALARSKA /,MANDAT,100,2018-03-25 20:05:59
2018-03-25 10:15:00,INT-13016/18,pojazd zaparkowany za B-36,BLOKADA,MALARSKA /,MANDAT,0,2018-03-25 20:05:59
2018-03-25 10:31:51,INT-12949/18,"parkowanie pojazdów w strefie zamieszkania w miejscach do tego nieprzeznaczonych, jeden z pojazdów utrudnia dostęp do kontenera na śmieci",NIEPRAWIDŁOWE PARKOWANIE,TĘCZOWA 91/,100,,2018-03-25 12:41:28
2018-03-25 10:40:00,INT-13015/18,kontrola parkowania pojazdów za B-36,BLOKADA,WŁODKOWICA /,MANDAT,100,2018-03-25 20:04:49
2018-03-25 11:02:40,INT-12952/18,parkowanie i wjazd za B-1,NIEPRAWIDŁOWE PARKOWANIE,PLAC WOLNOŚCI 9/,100,,2018-03-25 18:26:09
2018-03-25 11:30:28,INT-12954/18,parkowanie pojazdów na chodniku utrudnienie ruchu,NIEPRAWIDŁOWE PARKOWANIE,MAGELLANA F. /,0,,2018-03-25 12:45:19
2018-03-25 12:30:00,INT-13283/18,miejsce osoby niepełnosprawnej,NIEPRAWIDŁOWE PARKOWANIE,BISKUPIA 10/,MANDAT,500,2018-03-27 09:49:15
2018-03-25 12:30:00,INT-13286/18,miejsce os. niepełnosprawnej,NIEPRAWIDŁOWE PARKOWANIE,BISKUPIA /,MANDAT,500,2018-03-27 10:17:40
2018-03-25 13:20:00,INT-13231/18,Parkowanie za B36,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,0,,2018-03-27 06:05:04
2018-03-25 13:20:00,INT-13231/18,Parkowanie za B36,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,100,,2018-03-27 06:05:04
2018-03-25 13:40:00,INT-13284/18,handel,HANDEL,RYNEK 52/,MANDAT,100,2018-03-27 09:44:45
2018-03-25 13:45:22,INT-12966/18,pojazd BMW zaparkowany na trawniku niszczy zieleń naprzeciw nr 82,NISZCZENIE ZIELENI,TĘCZOWA 82/,0,,2018-03-25 17:14:01
2018-03-25 13:45:22,INT-12966/18,pojazd BMW zaparkowany na trawniku niszczy zieleń naprzeciw nr 82,NISZCZENIE ZIELENI,TĘCZOWA 82/,100,,2018-03-25 17:14:01
2018-03-25 13:50:00,INT-13277/18,handel,HANDEL,RYNEK RATUSZ /,MANDAT,100,2018-03-27 09:40:28
2018-03-25 14:15:00,INT-13018/18,kontrola parkowania za B-36,BLOKADA,JANISZEWSKIEGO /,MANDAT,100,2018-03-25 20:13:22
2018-03-25 14:44:20,INT-12972/18,"parkowanie pojazdów na zakazach odcinek objazdu, ponaglenie ",NIEPRAWIDŁOWE PARKOWANIE,ŁACIARSKA /,100,,2018-03-25 18:25:07
2018-03-25 15:40:00,INT-13232/18,parkowanie za B36,NIEPRAWIDŁOWE PARKOWANIE,SIKORSKIEGO /,100,,2018-03-27 06:20:23
2018-03-25 16:51:37,INT-12992/18,"parkowanie pojazdów na łuku drogi, utrudnianie i tamowanie ruchu, ograniczenie widoczności",NIEPRAWIDŁOWE PARKOWANIE,WOJACZKA 19/,0,,2018-03-25 23:12:20
2018-03-25 19:50:00,INT-13282/18,postój D40,NIEPRAWIDŁOWE PARKOWANIE,PLAC WOLNOŚCI /,MANDAT,100,2018-03-27 10:11:44
2018-03-25 20:08:41,INT-13017/18,pojazdy zaparkowane na P-21,BLOKADA,WYSPIAŃSKIEGO /,MANDAT,100,2018-03-25 20:08:41
2018-03-25 20:08:41,INT-13017/18,pojazdy zaparkowane na P-21,BLOKADA,WYSPIAŃSKIEGO /,MANDAT,0,2018-03-25 20:08:41
2018-03-25 20:16:36,INT-13019/18,Parkowanie za B-36.,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,100,,2018-03-25 23:55:35
2018-03-25 22:40:35,INT-13032/18,Pojazd za D-40 na trawniku. (10 m od bramy wjazdowej).,NISZCZENIE ZIELENI,MAGELLANA 23/,0,,2018-03-25 23:29:39
2018-03-26 05:55:36,INT-13036/18,Bliżej ronda parkowanie za B-36.,NIEPRAWIDŁOWE PARKOWANIE,POLAKA /,0,,2018-03-26 06:19:43
2018-03-26 07:33:52,INT-13040/18,Parkowanie na chodniku za B-36.,NIEPRAWIDŁOWE PARKOWANIE,BOROWSKA 242-246/,0,,2018-03-26 09:17:26
2018-03-26 08:05:32,INT-13046/18,pojazd marki Mercedes blokuje przejazd ulicą.,NIEPRAWIDŁOWE PARKOWANIE,WAGNERA 36/,0,,2018-03-26 09:19:42
2018-03-26 08:20:04,INT-13050/18,"Wdług zgłoszenia, ul. Chrzanowskiego11 strefa zamszkania pojazd(czarny) poza miejscem wyznaczonym, ul. Chrzanowskiego a Makuszyńskiego parkowanie ",NIEPRAWIDŁOWE PARKOWANIE,CHRZANOWSKIEGO 11/,OSTRZEŻENIE,0,2018-03-26 09:15:41
2018-03-26 08:40:00,INT-13270/18,kierowanie bez uprawnień poj silnikowym,BEZPIECZEŃSTWO W KOMUNIKACJI,BACIARELLEGO /,MANDAT,500,2018-03-27 09:05:46
2018-03-26 09:11:51,INT-13065/18,parkowanie pojazdów za B-36+T-24.,NIEPRAWIDŁOWE PARKOWANIE,FABRYCZNA 14/,0,,2018-03-26 11:13:09
2018-03-26 09:15:00,INT-13086/18,KONTROLA PARKOWANIA UL KAZIMIERZA WIELKIEGO ZA ZNAKOWM B-36,NIEPRAWIDŁOWE PARKOWANIE,KAZIMIERZA WIELKIEGO 21/,MANDAT,100,2018-03-27 10:40:54
2018-03-26 09:23:17,INT-13068/18,Parkujące pojazdy przy wyjeździe z garażu podziemnego na części drogi wyłączonej z ruchu,NIEPRAWIDŁOWE PARKOWANIE,LITOMSKA 23/,OSTRZEŻENIE,0,2018-03-26 11:51:49
2018-03-26 09:45:00,INT-13287/18,parkowanie na chodniku poj. ciezarowym - mozliwosć uszkodzenia chodnikaZP.4042.302.2018.KK,NIEPRAWIDŁOWE PARKOWANIE,ORŁOWSKIEGO 7/,MANDAT,100,2018-03-27 10:28:25
2018-03-26 09:51:54,INT-13075/18,Na trawniku parkujący pojazd,NIEPRAWIDŁOWE PARKOWANIE,GRUNWALDZKA 78/,0,,2018-03-26 10:28:12
2018-03-26 10:00:00,INT-13095/18,Kontrola wjazdu wyjazdu z budowy,PORZĄDKOWA,JANA PAWŁA II /,MANDAT,200,2018-03-26 10:58:49
2018-03-26 10:10:05,INT-13079/18,Według zgłoszenia ul. M. Rodziewiczówny 12 dwa pojazd parkujące w strefie zamiszkania poza miejscami wyznaczonymi.,NIEPRAWIDŁOWE PARKOWANIE,RODZIEWICZÓWNY MARII 12/,0,,2018-03-26 10:48:38
2018-03-26 10:35:00,INT-13111/18,kontrola parkowania pojazdów w strefie zamieszkania,NIEPRAWIDŁOWE PARKOWANIE,DMOWSKIEGO /,0,,2018-03-26 11:56:54
2018-03-26 10:35:00,INT-13111/18,kontrola parkowania pojazdów w strefie zamieszkania,NIEPRAWIDŁOWE PARKOWANIE,DMOWSKIEGO /,100,,2018-03-26 11:56:54
2018-03-26 10:45:00,INT-13138/18,kontrola parkowania za B-36,NIEPRAWIDŁOWE PARKOWANIE,POWSTAŃCÓW WARSZAWY /,MANDAT,100,2018-03-26 13:45:38
2018-03-26 11:00:00,INT-13268/18,B 36,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,MANDAT,100,2018-03-27 08:57:52
2018-03-26 11:11:00,INT-13101/18,"D-40, parkowanie w miejscach niewyznaczonych.",NIEPRAWIDŁOWE PARKOWANIE,KACZMARSKIEGO 7-9/,0,,2018-03-26 11:55:00
2018-03-26 11:11:00,INT-13101/18,"D-40, parkowanie w miejscach niewyznaczonych.",NIEPRAWIDŁOWE PARKOWANIE,KACZMARSKIEGO 7-9/,100,,2018-03-26 11:55:00
2018-03-26 11:45:00,INT-13106/18,"Według zgłoszenia,ul. Biała 22 na przeciw tego numeru jest działka gdzie pracuje koparka, której kierujący przejechała przez płoty ogródków dotkliwie niszcząc zieleń na tym terenie ",NISZCZENIE ZIELENI,BIAŁA /,0,,2018-03-26 11:39:11
2018-03-26 11:45:00,INT-13235/18,W DNIU 26.03.2018R PODCZAS PRZEJAZDU ZAUWAŻONO HANDEL PRZED BUDYNKIEM NA OSOBE ODPOWIEDZIALNĄ NAŁOZONO MKK/200 Z ART 112 U.O.Z ,PLAKATY (REKLAMY),SZEWSKA 63/,MANDAT,200,2018-03-27 06:58:05
2018-03-26 11:51:02,INT-13110/18,Według zgłoszenia parkowanie pojazdów na zakazie zatrzymywania w tym Toyoty która parkuje za słupkmi  i pasem zieleni.,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA 163/,100,,2018-03-26 15:11:10
2018-03-26 12:12:55,INT-13117/18,Na skrzyżowaniu z ul. Lakierniczą pojazd zaparkował za słupkami odgradzającymi przy przejściu dla pieszych - droga do szkoły- utrudnia widoczność ,NIEPRAWIDŁOWE PARKOWANIE,BLACHARSKA /,0,,2018-03-26 13:32:17
2018-03-26 12:21:58,INT-13121/18,Chodnik zastawiony przez pojazdy ludzie chodzą po jezdni,NIEPRAWIDŁOWE PARKOWANIE,ZWYCIĘSKA 12/,MANDAT,100,2018-03-26 20:27:29
2018-03-26 12:21:58,INT-13121/18,Chodnik zastawiony przez pojazdy ludzie chodzą po jezdni,NIEPRAWIDŁOWE PARKOWANIE,ZWYCIĘSKA 12/,MANDAT,0,2018-03-26 20:27:29
2018-03-26 12:23:55,INT-13122/18,"Według zgłoszenia, ul. Tęczowa a Prosta vis a vis stacji Orlen parkuje co dzień na przejściu dla pieszych pojazd m-ki volvo niebieskie.",NIEPRAWIDŁOWE PARKOWANIE,TĘCZOWA /,OSTRZEŻENIE,0,2018-03-26 15:22:43
2018-03-26 12:25:00,INT-13126/18,vis a vis nr 53 - parkowanie za B-36+T-24,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,100,,2018-03-26 13:28:29
2018-03-26 12:30:00,INT-13265/18,handel,HANDEL,OŁAWSKA /,MANDAT,200,2018-03-27 08:54:24
2018-03-26 12:34:31,INT-13123/18,koperty Vozilli zajete bez uprawnień.,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,0,,2018-03-26 13:43:41
2018-03-26 12:45:00,INT-13238/18,kontrola wjazdu do Rynku za znakiem b-1,BEZPIECZEŃSTWO W KOMUNIKACJI,SUKIENNICE /,MANDAT,100,2018-03-27 07:03:53
2018-03-26 13:15:29,INT-13129/18,pojazdy parkują w miejscu B36 T24.,NIEPRAWIDŁOWE PARKOWANIE,GRABISZYŃSKA 208/,100,,2018-03-26 17:32:24
2018-03-26 13:37:13,INT-14343/18,Nieutrzymanie odpowiedniego stanu porządkowo - sanitarnego na terenie posesji.,PORZĄDKOWA,WAŁBRZYSKA 7E/,MANDAT,100,2018-04-04 13:37:13
2018-03-26 13:37:22,INT-13136/18,parkowanie na chodniku-brak 1.5m przejścia.,NIEPRAWIDŁOWE PARKOWANIE,MIĘDZYLESKA 3A-3G/,OSTRZEŻENIE,0,2018-03-26 16:57:57
2018-03-26 13:58:34,INT-13142/18,"Ul.Śrutowa na wysokości bunkra zaparkowane pojazdy na chodniku który ma szerokość około 0,80 m.",NIEPRAWIDŁOWE PARKOWANIE,ŚRUTOWA /,100,,2018-03-26 15:35:11
2018-03-26 14:40:00,INT-13429/18,handel,HANDEL,OŁAWSKA /,MANDAT,200,2018-03-28 08:14:56
2018-03-26 15:31:38,INT-13160/18,"Dolnośląska Izba Rolnicza dwa pojazdy parkujące przy wjeździe na posesję w ten sposób , że utrudniają wjazd/wyjazd z niej",NIEPRAWIDŁOWE PARKOWANIE,WIEJSKA 29/,0,,2018-03-26 18:26:46
2018-03-26 15:37:16,INT-13161/18,parkowanie na P-21,NIEPRAWIDŁOWE PARKOWANIE,MIKOŁAJA /,OSTRZEŻENIE,0,2018-03-26 15:38:33
2018-03-26 16:10:00,INT-13272/18,spożywanie,SPOŻYWANIE ALKOHOLU,ŚWIERADOWSKA /,MANDAT,100,2018-03-27 09:15:21
2018-03-26 16:10:00,INT-13275/18,spożywanie,SPOŻYWANIE ALKOHOLU,ŚWIERADOWSKA /,MANDAT,100,2018-03-27 09:25:31
2018-03-26 16:26:19,INT-13171/18,"Według zgłoszenia ul Joanitów nieprawidłowo zaparkowany pojazd ciężarowy na chodniku za B-36 plus T24 notorycznie, wjeżdzając od ul. Dyrekcyjnej przy Aptece.",NIEPRAWIDŁOWE PARKOWANIE,JOANITÓW /,100,,2018-03-26 17:43:03
2018-03-26 17:05:00,INT-14162/18,NIEPRAWIDŁOWE PARKOWANIE ZA B-36,NIEPRAWIDŁOWE PARKOWANIE,GRANICZNA 2B-2BH/,OSTRZEŻENIE,0,2018-04-03 12:23:38
2018-03-26 17:25:00,INT-13469/18,mycie pojazdu silnikowego,PORZĄDKOWA,GRANICZNA 2/,POUCZENIE,0,2018-03-28 10:15:54
2018-03-26 17:50:00,INT-13293/18,znak B1,BEZPIECZEŃSTWO W KOMUNIKACJI,GRANICZNA /,MANDAT,50,2018-03-27 10:44:50
2018-03-26 17:52:47,INT-13182/18,parkowanie pojazdów bez uprawnień.,NIEPRAWIDŁOWE PARKOWANIE,PRZEJŚCIE GARNCARSKIE /,OSTRZEŻENIE,0,2018-03-26 18:09:50
2018-03-26 20:42:08,INT-13215/18,pojazdy nieuprawnione na postoju TAXI,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,100,,2018-03-26 23:46:30
2018-03-26 21:18:43,INT-13218/18,na wysokości kościoła za B-36 parkuje jeden pojazd,NIEPRAWIDŁOWE PARKOWANIE,BOROWSKA /,0,,2018-03-27 01:39:11
2018-03-26 22:08:21,INT-13223/18,od ulicy Rzeźniczej do kiełbaśniczej  parkujące pojazdy za B-36+T-24,NIEPRAWIDŁOWE PARKOWANIE,ŁAZIENNA /,LAWETA,100,2018-03-27 01:18:00
2018-03-26 22:10:00,INT-13228/18,parkowanie za B-36,BLOKADA,BOGUSŁAWSKIEGO /,100,,2018-03-27 03:21:12
2018-03-27 06:28:17,INT-13233/18,zablokowany wjazd na  budowę,Zablokowany wyjazd,KOŚCIUSZKI TADEUSZA 130/,LAWETA,0,2018-03-27 07:59:37
