Data Godzina,Numer,Opis,Typ,Miejsce,Status,Kwota Mandatu,Data Zakończenia
2018-03-21 10:20:55,INT-12179/18,"Ks. Witolda/Jagiełły-zaparkowany poj. m-ki Hyundai uniemożliwia wyjazd z parkingu, wg. zgłaszającego jest to parking miejski, zgłaszający czeka na miejscu",Zablokowany wyjazd,WITOLDA KS. /,100,,2018-03-21 11:12:37
2018-03-21 10:30:00,INT-12219/18,parkowanie za B-36 i T-24,NIEPRAWIDŁOWE PARKOWANIE,STYKI I KOSSAKA /,0,,2018-03-21 12:56:58
2018-03-21 10:30:00,INT-12219/18,parkowanie za B-36 i T-24,NIEPRAWIDŁOWE PARKOWANIE,STYKI I KOSSAKA /,100,,2018-03-21 12:56:58
2018-03-21 10:36:41,INT-12183/18,parkowanie pojazdów na pasach wyłączonych z ruchu,NIEPRAWIDŁOWE PARKOWANIE,WIELKA 26-28/,0,,2018-03-21 12:18:06
2018-03-21 10:36:41,INT-12183/18,parkowanie pojazdów na pasach wyłączonych z ruchu,NIEPRAWIDŁOWE PARKOWANIE,WIELKA 26-28/,100,,2018-03-21 12:18:06
2018-03-21 11:00:00,INT-12291/18,kontrola parkowania za b-36,BLOKADA,PRETFICZA /,100,,2018-03-21 18:34:17
2018-03-21 11:03:06,INT-12193/18,Odkrywców/Podróżnicza/Męcińskiego - parkowanie pojazdów w sposób utrudniający ruch innym poj. szczególnie busom i ciężarowym.,NIEPRAWIDŁOWE PARKOWANIE,ODKRYWCÓW /,0,,2018-03-21 13:08:57
2018-03-21 11:10:00,INT-12292/18,kontrola parkowania za B-36,BLOKADA,ZAPOROSKA /,MANDAT,100,2018-03-21 18:35:45
2018-03-21 11:10:00,INT-12292/18,kontrola parkowania za B-36,BLOKADA,ZAPOROSKA /,MANDAT,0,2018-03-21 18:35:45
2018-03-21 11:27:26,INT-12196/18,na drodze dojazdowej do Teatru CAPITOL pojazdy parkują na zakazie od strony ul. Bogusławskiego,NIEPRAWIDŁOWE PARKOWANIE,BOGUSŁAWSKIEGO /,0,,2018-03-21 13:55:18
2018-03-21 11:30:00,INT-12427/18,PARKOWANIE NA JEZDNI W MIEJSCU OBOWIĄZYWANIA ZNAKU B-36 T24,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,0,,2018-03-22 12:28:23
2018-03-21 11:30:00,INT-12624/18,NIEPRAWIDŁOWE PARKOWANIE ZA B-36,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,MANDAT,100,2018-03-23 11:50:40
2018-03-21 11:30:00,INT-12624/18,NIEPRAWIDŁOWE PARKOWANIE ZA B-36,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,MANDAT,0,2018-03-23 11:50:40
2018-03-21 11:35:00,INT-12206/18,parkowanie za b-36,NIEPRAWIDŁOWE PARKOWANIE,KAMIEŃSKIEGO 207/,100,,2018-03-21 12:11:25
2018-03-21 11:38:56,INT-12201/18,na wysokości Teatru Capitol - parkowanie pojazdów za B-36,NIEPRAWIDŁOWE PARKOWANIE,BOGUSŁAWSKIEGO /,0,,2018-03-21 13:53:58
2018-03-21 11:38:56,INT-12201/18,na wysokości Teatru Capitol - parkowanie pojazdów za B-36,NIEPRAWIDŁOWE PARKOWANIE,BOGUSŁAWSKIEGO /,100,,2018-03-21 13:53:58
2018-03-21 11:45:00,INT-12250/18,ZNAK B-36 T24,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,MANDAT,100,2018-03-21 15:34:39
2018-03-21 12:15:00,INT-12293/18,kontrola parkowania za B-36,BLOKADA,KOMANDORSKA /,100,,2018-03-21 18:37:21
2018-03-21 12:20:00,INT-12244/18,PRZEBIEGANIE PRZEZ JEZDNIĘ,WYKROCZENIA PIESZYCH,WRÓBLEWSKIEGO /,MANDAT,50,2018-03-21 15:07:53
2018-03-21 12:46:01,INT-12226/18,Termiczne przekształcanie odpadów zielonych i wycinka drzew i krzewów.ZO.4010.190.2018.ML,OGNISKO,OSOBOWICKA /,BEZ UWAG,500,2018-04-11 15:31:38
2018-03-21 12:57:29,INT-12218/18,"więzienna/grodzka - park. poj. na całej szerokości chodnika, ludzie zmuszeni do chodzenia po jezdni",NIEPRAWIDŁOWE PARKOWANIE,WIĘZIENNA /,100,,2018-03-21 17:28:14
2018-03-21 13:30:00,INT-12236/18,stoisko handlowe na terenie gminnym przy skrzyzowaniu z ul. Estońską,HANDEL,STRZEGOMSKA /,100,,2018-03-21 14:46:21
2018-03-21 13:45:00,INT-12277/18,kontrola deratyzacji w obowiązkowym terminieZO.4010.1156.2018.ML,PORZĄDKOWA,SZEWSKA 19-21A/,MANDAT,300,2018-03-22 09:24:34
2018-03-21 14:20:00,INT-12283/18,"kontrola parkowania pjazdów za B-36, T-24",NIEPRAWIDŁOWE PARKOWANIE,SOLNY /,MANDAT,100,2018-03-21 18:09:22
2018-03-21 14:20:00,INT-12278/18,Kontrola gospodarki odpadami i deratyzacjiZO.4010.1155.2018.ML,PORZĄDKOWA,SZEWSKA 24/,MANDAT,200,2018-03-22 09:13:59
2018-03-21 14:42:42,INT-12241/18,"róg kamiennej - kierujący pojazdem AuDI, potrącił przejeżdżającego przez przejście dla pieszych rowerzystę ( mężczyznę lat ok. 80)  rowerzysta posiadał obrażenia głowy wezwano Pogotowie ratunkowe i Policję. ",BEZPIECZEŃSTWO W KOMUNIKACJI,WIECZYSTA /,0,,2018-03-21 15:09:36
2018-03-21 15:09:17,INT-12242/18,wjeżdżając od ul. Grabiszyńskiej po prawej stronie pojazdy parkują na chodniku utrudniają ruch pieszym,NIEPRAWIDŁOWE PARKOWANIE,SZPITALNA /,100,,2018-03-21 18:29:51
2018-03-21 15:10:00,INT-12284/18,"kontrola parkowania za B-36, T-24",NIEPRAWIDŁOWE PARKOWANIE,WIĘZIENNA /,MANDAT,100,2018-03-23 12:04:16
2018-03-21 15:39:05,INT-12253/18,parkowanie za b-36,NIEPRAWIDŁOWE PARKOWANIE,GWIAŹDZISTA 12/,0,,2018-03-21 18:06:40
2018-03-21 15:39:05,INT-12253/18,parkowanie za b-36,NIEPRAWIDŁOWE PARKOWANIE,GWIAŹDZISTA 12/,100,,2018-03-21 18:06:40
2018-03-21 15:46:58,INT-12255/18,parkowanie w strefie zamieszkania poza miejscami wyznaczonymi,NIEPRAWIDŁOWE PARKOWANIE,TĘCZOWA 91/,100,,2018-03-21 16:22:53
2018-03-21 15:50:00,INT-12249/18,NIELEGALNY HANDEL,HANDEL,OŁAWSKA /,MANDAT,100,2018-03-21 15:17:54
2018-03-21 16:55:00,INT-12347/18,wjazd za b-1,BEZDOMNY,MOST MŁYŃSKI /,MANDAT,100,2018-03-22 07:45:57
2018-03-21 17:05:00,INT-12316/18,W DNIU 21.03.2018 OD GODZ 17.05 PRZEPROWADZONO KONTROLĘ PARKOWANIA W STREFIE ZAMIESZKANIA PRZY UL.ŚW ANTONIEGO WSPÓLNIE Z STAR.SIERŻ KRZYSZTOFEM KŁOSEM W RAMACH ,NIEPRAWIDŁOWE PARKOWANIE,ŚWIĘTEGO ANTONIEGO 15/,MANDAT,100,2018-03-21 20:17:38
2018-03-21 17:05:00,INT-12316/18,W DNIU 21.03.2018 OD GODZ 17.05 PRZEPROWADZONO KONTROLĘ PARKOWANIA W STREFIE ZAMIESZKANIA PRZY UL.ŚW ANTONIEGO WSPÓŁPRACY DZIELNICOWYCH Z OSIEDLOWYMI. ,NIEPRAWIDŁOWE PARKOWANIE,ŚWIĘTEGO ANTONIEGO 15/,MANDAT,0,2018-03-21 20:17:38
2018-03-21 17:10:00,INT-13639/18,kontrola parkowania pojazdów za znakiem b-36,NIEPRAWIDŁOWE PARKOWANIE,CZARNIECKIEGO STEFANA 40/,WEZWANIE,100,2018-03-29 06:41:09
2018-03-21 17:10:00,INT-12328/18,kontrola parkowania za znakiem b-36 w strefie zamieszkania ,NIEPRAWIDŁOWE PARKOWANIE,CZARNIECKIEGO STEFANA 40/,WEZWANIE,0,2018-03-21 21:13:06
2018-03-21 17:20:00,INT-12299/18,W DNIU 21.03.2018R ZAUWAŻONO DWA POTYKACZE PRZED RESTAURACJĄ ,PLAKATY (REKLAMY),PL.KATEDRY 1/,MANDAT,100,2018-03-21 19:02:32
2018-03-21 17:46:00,INT-12275/18,pojazd ciężarowy parkuje na jezdni i chodniku oraz na zakręcie ogranicza widoczność kierującym,NIEPRAWIDŁOWE PARKOWANIE,PLAC BZOWY /,0,,2018-03-22 02:26:29
2018-03-21 17:50:00,INT-12296/18,kontrola ruchu za B-1,BEZPIECZEŃSTWO W KOMUNIKACJI,SUCHA /,MANDAT,100,2018-03-21 18:39:53
2018-03-21 17:55:00,INT-12344/18,nieprawidłowe parkowanie na kopercie dla osoby niepełnosprawnej,NIEPRAWIDŁOWE PARKOWANIE,ALEJA DĄBSKA /,MANDAT,500,2018-03-22 07:25:35
2018-03-21 17:55:00,INT-12622/18,"BRAK PRZEPROWADZONEJ DERATYZACJI LOKAL ""LUIA BRAMA"" ",PORZĄDKOWA,KATEDRALNA 9/,MANDAT,200,2018-03-23 11:31:08
2018-03-21 18:36:52,INT-12294/18,parkowanie w strefie D-40 -fiat 500,NIEPRAWIDŁOWE PARKOWANIE,WOJACZKA 19/,0,,2018-03-22 01:27:10
2018-03-21 18:58:31,INT-12302/18,parkowanie pojazdów w strefie zamieszkania w miejscach do tego nieprzeznacz.,NIEPRAWIDŁOWE PARKOWANIE,RODZIEWICZÓWNY MARII 12/,0,,2018-03-22 00:00:42
2018-03-21 19:07:12,INT-12303/18,na wusokości Drobnera zajęte miejsca MWPE przz poj. nieuprawnione,NIEPRAWIDŁOWE PARKOWANIE,DUBOIS /,0,,2018-03-22 01:54:54
2018-03-21 19:56:19,INT-12315/18,Skrzyżowanie z Paczkowską ciężarówka Peugeot na skrzyżowaniu.,NIEPRAWIDŁOWE PARKOWANIE,SERNICKA 1/,0,,2018-03-22 05:28:28
2018-03-21 20:13:21,INT-12318/18,Cukrowa 7 pojazdy za D-40-miejsca niewyznaczone.,NIEPRAWIDŁOWE PARKOWANIE,CUKROWA 7/,100,,2018-03-21 22:14:43
2018-03-21 20:15:00,INT-12617/18,SPOŻYWANIE ALKOHOLU W MIEJSCU PUBLICZNYM ,SPOŻYWANIE ALKOHOLU,WYSPA SŁODOWA /,MANDAT,100,2018-03-23 11:20:17
2018-03-21 20:25:00,INT-12514/18,W DNIU 21.03.2018R PODCZAS PATROLU WYSPY BIELARSKIEJ ZAUWAŻONO JAK KOBIETA SPOŻYWA ALKOHOLZA POWYŻSZE WYKROCZENIE NAŁOŻONO MKK/100 ,SPOŻYWANIE ALKOHOLU,WYSPA BIELARSKA /,MANDAT,100,2018-03-22 19:19:21
2018-03-21 20:25:51,INT-12320/18,"21.03.18 godz.20.25 kontrola poajzdu parkującego tylna osią na chodniku,wystawiono 1 wezwanie komunikacyjne.",NIEPRAWIDŁOWE PARKOWANIE,WYSOKA 7/,WEZWANIE,0,2018-03-23 10:57:26
2018-03-21 20:55:47,INT-12326/18,Przy nr 11 parkuje za D-40 1 pojazd oraz na skrzyżowaniu z Makuszyńskiego parkują pojazdy.,NIEPRAWIDŁOWE PARKOWANIE,CHRZANOWSKIEGO 11/,0,,2018-03-22 01:15:42
2018-03-22 06:26:03,INT-12337/18,VW Polo EWI....w D-40 poz miejscem wyznaczonym.,NIEPRAWIDŁOWE PARKOWANIE,SOKOLA 51/,100,,2018-03-22 10:45:20
2018-03-22 06:53:41,INT-12342/18,"Na odcinku Świstackiego - Prądzyńskiego parkowanie na trawniku,na chodniku-brak1,5m i za B-35 do 20min.",NIEPRAWIDŁOWE PARKOWANIE,PRĄDZYŃSKIEGO 44/,OSTRZEŻENIE,0,2018-03-22 13:27:51
2018-03-22 07:45:05,INT-12346/18,"Kamieńskiego-Torowa pojazdy zaparkowane na trawniku,za chodnikiem i drogą dla rowerów. ",NISZCZENIE ZIELENI,KAMIEŃSKIEGO /,WEZWANIE,0,2018-03-22 11:56:51
2018-03-22 08:31:49,INT-12360/18,"Według zgłoszenia , ul. Kotlarska 9 pojazd zablokował całkowicie chodnik piesi zmuszeni iść po jezdni.",NIEPRAWIDŁOWE PARKOWANIE,KOTLARSKA 9/,MANDAT,100,2018-03-22 09:15:08
2018-03-22 09:01:42,INT-12369/18,Według zgłoszenia ul. Micheleta a Osobowicka pojazdy zaparkowane na skrzyżowaniu utrudniają przejazd. Zgłaszający prosi o interwencję wozi ciężki sprzęt i obawia się żeby nie uodzić tych pojazdów nieprawidłowo zaparkowanych ,NIEPRAWIDŁOWE PARKOWANIE,MICHELETA /,0,,2018-03-22 16:56:13
2018-03-22 09:26:40,INT-12371/18,"a ul Ołbińska, zastawiony wyjazd z jednostki SP.",Zablokowany wyjazd,KRĘTA 28/,100,,2018-03-22 10:36:02
2018-03-22 09:30:00,INT-12632/18,NIEPRAWIDŁOWE PARKOWANIE W STREFIE ZAMIESZKANIA ,NIEPRAWIDŁOWE PARKOWANIE,ŚWIDNICKA 2/,MANDAT,100,2018-03-23 12:30:50
2018-03-22 09:57:37,INT-12384/18,"właściciel posesji na drodze publicznej zrobił sobie graciarniew, sprowadza stare auta, naprawia je, dochodzi do wycieku płynów ekspoatacyjnych. ",PORZĄDKOWA,STABŁOWICKA 3/,MANDAT,100,2018-03-22 10:21:59
2018-03-22 10:10:00,INT-12386/18,Kontrole lokali gastronomicznych pod kontem deratyzacji i kart przekazania odpadów z działalności. Part Kulturowy. ZO.4010.1158.2018.ML,PORZĄDKOWA,ŁACIARSKA 29/3/,MANDAT,100,2018-03-22 12:39:11
2018-03-22 11:53:40,INT-12415/18,parkowanie pojazdów za B-36 + T-24.,NIEPRAWIDŁOWE PARKOWANIE,ŻYCZLIWA 1-15/,0,,2018-03-22 18:15:45
2018-03-22 12:29:38,INT-12423/18,Chodnik u zbiegu ulic Kurkowej a Dubois zablokowany przez pojazdy - brak przejścia.,NIEPRAWIDŁOWE PARKOWANIE,KURKOWA /,0,,2018-03-22 16:22:02
2018-03-22 12:29:38,INT-12423/18,Chodnik u zbiegu ulic Kurkowej a Dubois zablokowany przez pojazdy - brak przejścia.,NIEPRAWIDŁOWE PARKOWANIE,KURKOWA /,50,,2018-03-22 16:22:02
2018-03-22 12:48:37,INT-12429/18,"droga dojazdowa do przedszkola ABC, zablokowana przez pojazdy dostawcze.",NIEPRAWIDŁOWE PARKOWANIE,PIĘKNA 64 AGH/,100,,2018-03-22 13:58:26
2018-03-22 12:55:00,INT-12637/18,HANDEL W PARKU KULTUROWYM ,HANDEL,OŁAWSKA /,MANDAT,500,2018-03-23 12:42:19
2018-03-22 13:00:00,INT-12510/18,"kontrola parkowania pojazdów przy skrzyzowaniu Solny a Ruska za B-36, T-24",NIEPRAWIDŁOWE PARKOWANIE,SOLNY /,MANDAT,100,2018-03-22 19:05:43
2018-03-22 13:00:00,INT-12510/18,"kontrola parkowania pojazdów przy skrzyzowaniu Solny a Ruska za B-36, T-24",NIEPRAWIDŁOWE PARKOWANIE,SOLNY /,MANDAT,0,2018-03-22 19:05:43
2018-03-22 13:35:15,INT-12442/18,samochody parkują w sposób utrudniający wyjazd innym prawidłowo zaparkowanym pojazdom na chodniku.,NIEPRAWIDŁOWE PARKOWANIE,POLAKA 21/,0,,2018-03-22 15:26:02
2018-03-22 14:06:07,INT-12451/18,Według zgłoszenia skrzyżowanie ul. Pilczycka a Kozanowska przy Biedronce jest droga rowerowa na której odbywa się handel baziami itp. nie można przejechać rowerem.,HANDEL,PILCZYCKA /,50,,2018-03-22 14:52:00
2018-03-22 15:12:41,INT-12465/18,Według zgłoszenia ul. Maślicka skrzyżowanie z Suwalską blokowanie pasa ruchu przez dwie ciężarówki z budowy brak możliwości skrętu z ul. Maślickiej w Suwalską. ,NIEPRAWIDŁOWE PARKOWANIE,MAŚLICKA /,POUCZENIE,0,2018-03-22 16:45:41
2018-03-22 15:30:00,INT-12515/18,W DNIU 22.03.2018R PRZEPROWADZONO KONTROLE W LOKALU PRZY UL KATEDRALNEJ 6.,PORZĄDKOWA,KATEDRALNA 6/,MANDAT,100,2018-03-22 19:43:01
2018-03-22 16:35:00,INT-12548/18,nieprawidłowe parkowanie za b-36 i utrudnianie ruchu na jezdni,NIEPRAWIDŁOWE PARKOWANIE,OLSZEWSKIEGO /,MANDAT,100,2018-03-23 06:28:09
2018-03-22 16:48:55,INT-12483/18,Według zgłoszenia zablokowana brama wyjazdowa Plac Kościuszki 16 przez pojazd m-ki VW zgłaszający czeka na miejscu.,Zablokowany wyjazd,PL. KOŚCIUSZKI 16/,100,,2018-03-22 17:26:12
2018-03-22 17:39:43,INT-12489/18,zablokowany wyjazd z garażu przez poj. m-ki Skoda Fabia.,Zablokowany wyjazd,PODRÓŻNICZA 4/,100,,2018-03-22 18:42:37
2018-03-22 17:40:00,INT-12496/18,nieprawidłowe parkowanie pojazów jeden kierujący pojazd marki Seat  bez ważnego dowodu rejestracyjnego ,NIEPRAWIDŁOWE PARKOWANIE,RUSKA 6/7/,0,,2018-03-22 18:55:38
2018-03-22 18:10:00,INT-12518/18,W DNIU 22.03.2018R PRZEPROWADZONO KONTROLE W LOKALU ŹYZNA NA UL ŁACIARSKIEJ 43 POD KĄTEM PRZEPROWADZONEJ DERATYZACJINA ,PORZĄDKOWA,ŁACIARSKA 43/,MANDAT,100,2018-03-23 17:38:35
2018-03-22 18:50:31,INT-12506/18,"parkowanie na całej szerokości chodnika, poj. m-ki Audi.",NIEPRAWIDŁOWE PARKOWANIE,SIKORSKIEGO 9-11/,100,,2018-03-22 19:37:58
2018-03-22 21:10:00,INT-13020/18,pojazd zaparkowany za B-36,NIEPRAWIDŁOWE PARKOWANIE,WITA STWOSZA /,MANDAT,100,2018-03-25 20:20:19
2018-03-22 21:24:07,INT-12527/18,a Zaolziańska parkowanie srebrnego pojazdu na P21 i utrudnienie ruchu,NIEPRAWIDŁOWE PARKOWANIE,POWSTAŃCÓW ŚLĄSKICH /,100,,2018-03-23 00:49:22
2018-03-22 21:33:00,INT-12545/18,POSTÓJ ZA B-36 ORAZ NA OPOSTOJU TAXI,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,MANDAT,100,2018-03-23 05:37:02
2018-03-22 21:50:00,INT-13022/18,2 pojazdy zaparkowane za B-36,NIEPRAWIDŁOWE PARKOWANIE,ODRZAŃSKA /,MANDAT,100,2018-03-25 20:24:24
2018-03-22 22:43:49,INT-12538/18,na wysokości ul.Ślicznej w kier. centrum dwa pojazdy na zakazie pnowne zgłoszenie 00.20,NIEPRAWIDŁOWE PARKOWANIE,BOROWSKA /,OSTRZEŻENIE,0,2018-03-23 01:02:51
2018-03-22 23:00:00,INT-12541/18,pojazd taxi parkuą na pasach wyłaczonych z ruchu i w odelgłosci mniejszej niz 10 m od skrzyzowania,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,0,,2018-03-22 23:47:16
2018-03-22 23:15:00,INT-13023/18,"pojazd zaparkowany na chodniku niepozostawił 1,5 metra przejscia dla pieszych",NIEPRAWIDŁOWE PARKOWANIE,DAWIDA /,MANDAT,100,2018-03-25 20:26:27
2018-03-23 06:55:01,INT-12549/18,wewnątrz osiedla w strefie zamieszkania pojazdy parkują na miejscach dla osób niepełnosprawnych w/g zgłaszającego miejsca oznaczone prawidłowo,NIEPRAWIDŁOWE PARKOWANIE,ZAKŁADOWA 9K-9M/,500,,2018-03-23 10:25:22
2018-03-23 08:44:13,INT-12574/18,"od al.słowackiego parkowanie na p21 oraz na chodniku - brak 1,5m przejścia dla pieszych",NIEPRAWIDŁOWE PARKOWANIE,PODWALE /,100,,2018-03-23 12:37:26
2018-03-23 09:42:04,INT-12587/18,W PODWÓRKU PARKOWANIE NA TRAWNIKU,NIEPRAWIDŁOWE PARKOWANIE,ŻMIGRODZKA 22/,0,,2018-03-23 12:20:10
2018-03-23 09:51:43,INT-12590/18,Ul.Krzywoustego/Kiełczowska w rejonie ronda Lotników Polskich FORD niszczy trawnik stojąc na nim.,NISZCZENIE ZIELENI,KRZYWOSUTEGO /,OSTRZEŻENIE,0,2018-03-23 13:16:45
2018-03-23 10:16:23,INT-12597/18,PARKOWANIE ZA B35(POW.15MIN ) PRZEZ BARDZO DŁUGI CZAS,NIEPRAWIDŁOWE PARKOWANIE,MENNICZA /,0,,2018-03-23 17:45:50
2018-03-23 10:16:23,INT-12597/18,PARKOWANIE ZA B35(POW.15MIN ) PRZEZ BARDZO DŁUGI CZAS,NIEPRAWIDŁOWE PARKOWANIE,MENNICZA /,100,,2018-03-23 17:45:50
2018-03-23 10:20:00,INT-12605/18,parkowanie w miejscu obowiązywania znaku B-36,NIEPRAWIDŁOWE PARKOWANIE,JESIONOWA 78/,0,,2018-03-23 10:45:45
2018-03-23 10:22:38,INT-12598/18,Pojazdy nieuprawnione na postoju TAXI.,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,100,,2018-03-23 13:31:52
2018-03-23 10:28:11,INT-12600/18,Przy CARGO parkowanie w miejscu obowiązywania zn.B-36.,NIEPRAWIDŁOWE PARKOWANIE,ZAREMBOWICZA 40/,0,,2018-03-23 11:11:02
2018-03-23 10:28:53,INT-12601/18,PRZY NR 9 POJAZD PARKUJE NZ CHODNIKU UTRUDNIAJĄC PRZEJŚCIE A PRZY NR21/23 POJAZD STOI ZA OSŁONĄ ŚMIETNIKOWĄ,NIEPRAWIDŁOWE PARKOWANIE,BULWAR DEDALA 9/,MANDAT,100,2018-03-23 11:24:45
2018-03-23 10:30:00,INT-12942/18,kontrola parkowania za B-36,NIEPRAWIDŁOWE PARKOWANIE,SZPITALNA /,MANDAT,100,2018-03-25 08:16:09
2018-03-23 10:39:44,INT-12606/18,Przy RENOMIE BUS z naklejką inwalidzką parkuje na kopercie dla inwalidy prak karty parkingowej.,NIEPRAWIDŁOWE PARKOWANIE,PL.KOŚCIUSZKI /,50,,2018-03-23 12:28:57
2018-03-23 10:45:00,INT-12630/18,handel bez zezwolenia gminy,HANDEL,SKARBOWCÓW /,50,,2018-03-23 12:18:38
2018-03-23 10:57:25,INT-12610/18,PRZY WYTWÓRNI FILMÓW POJAZDY PARKUJ NA CHODNIKU ZA B36 I SŁUPKAMI ODGRADZAJĄCYMI GO OD JEZDNI,NIEPRAWIDŁOWE PARKOWANIE,WYSTAWOWA 1/,WEZWANIE,0,2018-03-23 12:43:43
2018-03-23 11:13:48,INT-12615/18,parkowanie na chodniku za b36,NIEPRAWIDŁOWE PARKOWANIE,ŁOKIETKA /,100,,2018-03-23 12:26:20
2018-03-23 11:20:24,INT-12620/18,Kontrola zakładu wulkanizacyjnego przy ul.Gnieźnieńskiej 4.ZO.4010.1167.2018.ML,PIEC,GNIEŹNIEŃSKA 4/,MANDAT,500,2018-03-23 12:04:07
2018-03-23 11:45:50,INT-12621/18,Ul.Gdańska/Sopocka parkowanie w odległości <10m od skrzyżowania.,NIEPRAWIDŁOWE PARKOWANIE,GDAŃSKA /,0,,2018-03-23 13:44:13
2018-03-23 12:18:07,INT-12628/18,HANDEL KWIATAMI,HANDEL,PILCZYCKA 138-140/,MANDAT,100,2018-03-23 13:29:06
2018-03-23 12:22:06,INT-12631/18,"W STREFIE RUCHU parkowanie za zn.B-36,na chodniku bez potawienia 1,5m przejścia oraz na trawnikach w sposób niszczący zieleń.",NIEPRAWIDŁOWE PARKOWANIE,ZAPOROSKA 70/,0,,2018-03-23 13:43:02
2018-03-23 12:32:42,INT-12635/18,pojazdy za b36 uniemożliwiają prace budowlane ( wjazd na kampus ),NIEPRAWIDŁOWE PARKOWANIE,WROCŁAWCZYKA /,100,,2018-03-23 15:12:46
2018-03-23 12:43:09,INT-12636/18,parkowanie od ul. uniwersyteckiej do grodzkiej za b36 oraz na skrzyżowaniach,NIEPRAWIDŁOWE PARKOWANIE,WIĘZIENNA /,LAWETA,100,2018-03-23 17:16:00
2018-03-23 13:30:00,INT-12767/18,handel kwiatami na terenie gminy bez zezwolenia ,HANDEL,STRZEGOMSKA /,MANDAT,100,2018-03-23 22:43:58
2018-03-23 13:54:46,INT-12651/18,"w podwórku , w strefie ruchu zajęte koperty dla inwalidów przez pojazdy bez uprawnień ",NIEPRAWIDŁOWE PARKOWANIE,KOMUNY PARYSKIEJ 46/,MANDAT,500,2018-03-23 16:05:08
