Data Godzina,Numer,Opis,Typ,Miejsce,Status,Kwota Mandatu,Data Zakończenia
2016-08-04 14:35:00,INT-30347/16,Kontrola parkowania pojazdów na kopertach dla os. niepełnosprawnych,NIEPRAWIDŁOWE PARKOWANIE,WITA STWOSZA 42/,LAWETA,500,2016-08-04 16:26:09
2016-08-04 16:55:14,INT-30350/16,Parkowanie za B-36 T24 vis a vis postoju taxi.,NIEPRAWIDŁOWE PARKOWANIE,KOTLARSKA /,LAWETA,100,2016-08-04 20:04:38
2016-08-04 17:55:00,INT-30357/16,parkowanie w miejscu obowiązywania B36,NIEPRAWIDŁOWE PARKOWANIE,ŚLĘŻNA /,,0,2016-08-04 18:00:14
2016-08-04 19:14:05,INT-30361/16,Za domem nr prawdopodobnie 24 rozpalone jest duże ognisko.,"WYPALANIE, OGNISKO",ORŁOWSKIEGO /,,100,2016-08-08 20:57:06
2016-08-04 19:10:00,INT-30364/16,na wysokości Małopanewskiej - niestosowanie się do S5 ,BEZPIECZEŃSTWO W KOMUNIKACJI,LEGNICKA /,MANDAT,100,2016-08-04 19:39:48
2016-08-04 19:41:07,INT-30365/16,"WJAZD OD RZEŹNICZEJ. PARKOWANIE POJAZDÓW ZA B-36+T-24, UTRUDNIONY PRZEJAZD. DZWONIŁ NA POLICJE ODMÓWILI PRZUJĘCIA ZGŁOSZENIA.  POINFORMOWANO PANA , ZE CZAS OCZEKIWANIA BĘDZIE DŁUGI PATROL W TRAKCIE LAWETOWANIA NA UL. KOTLARSKIEJ 39 10-304  ",NIEPRAWIDŁOWE PARKOWANIE,ŁAZIENNA /,,100,2016-08-05 00:12:24
2016-08-05 15:50:00,INT-30668/16,niestosowanie się do B1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOSTY MŁYŃSKIE /,MANDAT,50,2016-08-08 10:36:45
2016-08-05 14:00:00,INT-30832/16,HANDEL NA TERENIE GMINY,HANDEL,BACCIARELLEGO /,MANDAT,50,2016-08-10 08:24:47
2016-08-05 09:30:21,INT-30397/16,NIELEGALNY HANDEL KOLEJNE ZGŁOSZENIE G. 11.00 CENTREX,HANDEL,JEMIOŁOWA /,MANDAT,50,2016-08-05 11:54:11
2016-08-05 09:10:00,INT-30403/16,Handel na terenie gminy bez zezwolenia,HANDEL,KOZANOWSKA /,MANDAT,50,2016-08-05 10:17:45
2016-08-05 09:00:00,INT-30405/16,parkowanie za B-36,BLOKADA,ŚW. ANTONIEGO /,,0,2016-08-05 10:24:32
2016-08-05 09:00:00,INT-30405/16,parkowanie za B-36,BLOKADA,ŚW. ANTONIEGO /,,100,2016-08-05 10:24:32
2016-08-05 10:30:00,INT-30420/16,Kontrola parkowania nieprawidłowego na płycie Rnku po godz.10 ,NIEPRAWIDŁOWE PARKOWANIE,RYNEK /,POUCZENIE,0,2016-08-05 11:59:28
2016-08-05 11:58:19,INT-30421/16,ZAPARKOWANE POJZDY ZA B-36 T-24 UTRUDNIAJĄ DOJAZD NA BUDOWĘ.,NIEPRAWIDŁOWE PARKOWANIE,PLAC FRANCISZKAŃSKI 1/3/,,100,2016-08-05 14:11:52
2016-08-05 10:50:00,INT-30422/16,a Pocztowa parkowanie na skrzyżowaniu,BLOKADA,SZTABOWA /,,0,2016-08-05 11:59:39
2016-08-05 10:50:00,INT-30422/16,a Pocztowa parkowanie na skrzyżowaniu,BLOKADA,SZTABOWA /,,300,2016-08-05 11:59:39
2016-08-05 11:35:00,INT-30424/16,parkowanie za B-36,BLOKADA,WŁODKOWICA /,,0,2016-08-05 12:12:20
2016-08-05 11:35:00,INT-30424/16,parkowanie za B-36,BLOKADA,WŁODKOWICA /,,100,2016-08-05 12:12:20
2016-08-05 12:00:00,INT-30426/16,parkowanie za B-36,BLOKADA,MALARSKA /,,100,2016-08-05 12:14:03
2016-08-05 11:45:00,INT-30438/16,parkowanie na kopercie dla meleksów-wystawiono wezwanie komunikacyjne 040276,NIEPRAWIDŁOWE PARKOWANIE,PL.SOLNY /,WEZWANIE,0,2016-08-05 13:29:23
2016-08-05 14:28:49,INT-30444/16,PARKOWANIE POJAZDÓW NA POSTOJU TAXI.PONOWNE ZGŁOSZENIE O PARKOWANIE POJAZDÓW NA POSTOJU TAXI,NIEPRAWIDŁOWE PARKOWANIE,RUSKA /,,0,2016-08-05 16:48:40
2016-08-05 14:37:03,INT-30445/16,Z3.4041.9.2016.JRPismo SM LW Popowice odnośnie niesprawowania należytej opieki i kontroli na d psami rasy pitbul przez lokatora mieszkania ,PIES,BIAŁOWIESKA 43/2,,0,2016-08-12 15:14:10
2016-08-05 16:21:17,INT-30460/16,"2 POJAZDY NA POSTOJU TAXI, NA CHODNIKU NA WYS. POSTOJU POJAZDY NA CHODNIKU BRAK 1,5 SZER. CHODNIKA",NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,,100,2016-08-05 17:17:07
2016-08-05 14:25:00,INT-30461/16,Parkowanie na postoju TAXI bez uprawnień,BLOKADA,KOMANDORSKA /,,100,2016-08-05 16:28:51
2016-08-05 12:00:00,INT-30465/16,Handel na terenie Gminy Wrocław bez wymaganego zezwolenia.,HANDEL,STRZEGOMSKA /,MANDAT,100,2016-08-05 17:06:01
2016-08-05 17:40:00,INT-30468/16,Parkowanie za B-36,BLOKADA,KAZIMIERZA WIELKIEGO /,,100,2016-08-05 17:44:43
2016-08-05 14:20:00,INT-30474/16,Handel na terenie Parku Kulturowego,HANDEL,OŁAWSKA /,MANDAT,100,2016-08-05 19:00:53
2016-08-05 18:10:00,INT-30476/16,Parkowanie za B-36 i T-24,LAWETY,TEATRALNA /,,100,2016-08-05 19:10:02
2016-08-05 19:10:30,INT-30477/16,PARKOWANIE ZA B-36 JEZDNIA ORAZ CHODNIK.,NIEPRAWIDŁOWE PARKOWANIE,GAJOWA 8/10/,,100,2016-08-05 23:56:07
2016-08-06 02:25:00,INT-30630/16,Parkowanie za B-35,BLOKADA,NOŻOWNICZA /,,0,2016-08-08 07:08:01
2016-08-06 00:25:00,INT-30629/16,Parkowanie za B-36,BLOKADA,CIESZYŃSKIEGO /,,0,2016-08-08 07:05:59
2016-08-06 17:20:00,INT-30631/16,Parkowanie na postoju TAXI bez uprawnień,BLOKADA,KOMANDORSKA /,,100,2016-08-08 07:11:34
2016-08-06 00:25:00,INT-30629/16,Parkowanie za B-36,BLOKADA,CIESZYŃSKIEGO /,,100,2016-08-08 07:05:59
2016-08-06 15:50:00,INT-30637/16,"Kontrola handlu na terenie ""Parku Kulturowego""",HANDEL,OŁAWSKA /,MANDAT,100,2016-08-08 16:00:00
2016-08-06 06:59:15,INT-30489/16,OD STRONY PODWÓRKA ZAPARKOWANY NA KOPERCIE DLA OSOBY NIEPEŁNOSPRAWNEJ POJAZD MARKI DAEWOO LANOS  BEZ UPRAWNIEŃ.,NIEPRAWIDŁOWE PARKOWANIE,INOWROCŁAWSKA 1/,LAWETA,500,2016-08-06 10:09:03
2016-08-06 07:43:58,INT-30490/16,"Z3.4034.41.2016.ASE-mail w sprawie postoju pojazdów w miejscu obowiązywania znaku B-36, T-24.",NIEPRAWIDŁOWE PARKOWANIE,GRANICZNA 2E-2F/,,0,2016-08-06 11:35:05
2016-08-06 07:43:58,INT-30490/16,"Z3.4034.41.2016.ASE-mail w sprawie postoju pojazdów w miejscu obowiązywania znaku B-36, T-24.",NIEPRAWIDŁOWE PARKOWANIE,GRANICZNA 2E-2F/,,100,2016-08-06 11:35:05
2016-08-06 08:07:02,INT-30491/16,przy PSS Społem nielegalne stoisko z warzywami i owocami.,HANDEL,ZEMSKA /,MANDAT,100,2016-08-06 10:28:47
2016-08-06 10:41:19,INT-30507/16,przy Przejściu Winogronowym - handel,HANDEL,PLAC DOMINIKAŃSKI /,,100,2016-08-06 11:30:17
2016-08-06 10:41:19,INT-30507/16,przy Przejściu Winogronowym - handel,HANDEL,PLAC DOMINIKAŃSKI /,,0,2016-08-06 11:30:17
2016-08-06 10:50:10,INT-30509/16,parkowanie pojazdów za B-36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,,0,2016-08-06 11:25:05
2016-08-06 10:50:10,INT-30509/16,parkowanie pojazdów za B-36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,,100,2016-08-06 11:25:05
2016-08-06 10:51:45,INT-30510/16,"a Berberysowa, na skrzyżowaniu blokując chodnik parkuje Opel Omega .",NIEPRAWIDŁOWE PARKOWANIE,GDACJUSZA /,SĄD,0,2016-08-06 12:00:28
2016-08-06 11:58:14,INT-30518/16,vis a vis Max Fliz pięć samochodów parkuje na trawniku niszcząc go.,NISZCZENIE ZIELENI,MIŃSKA /,,0,2016-08-06 14:24:33
2016-08-06 14:03:33,INT-30530/16,wejście na bulwar Włostowica zastawia stoisko z kłódkami oraz zielony Ford blokuje chodnik.,HANDEL,MOST TUMSKI /,MANDAT,100,2016-08-08 10:31:14
2016-08-06 15:12:36,INT-30534/16,po podwórzu puszczany jest pies bez nakazanych środków zaczepiając dzieci. Zgłaszająca wskaże właściciela.,PIES,LIPSKA 2/,,0,2016-08-06 15:53:35
2016-08-06 18:03:41,INT-30546/16,na terenie zielonym niszcząc roślinność parkują 4 samochody.,NISZCZENIE ZIELENI,KAMIENNNA /,WEZWANIE,0,2016-08-06 19:03:42
2016-08-06 18:59:59,INT-30551/16,Z3.4034.40.2016.ASE-mail o treści:Witam serdecznie chciałbym zgłosić ze przy budynku Graniczna  znajduje się parking dla mieszkańców. Notorycznie jeden z sąsiadów stawia auto na miejscu dla niepełnosprawnych przed chwilą była u mnie rodzina i nie mogła zaparkować ponieważ to miejsce jest zajęte przez osobę która jest zdrowa. Proszę o podjechanie i przeprowadzenia interwencji jest to opel vectra,NIEPRAWIDŁOWE PARKOWANIE,GRANICZNA 2F/,,500,2016-08-06 22:11:31
2016-08-06 21:54:23,INT-30563/16,"POJAZDY NA CHODNIKU, BRAK 1,5 M SZER. CHODNIKA",NIEPRAWIDŁOWE PARKOWANIE,RYMARSKA 43/,,100,2016-08-06 23:59:29
2016-08-07 21:50:00,INT-30650/16,NIESTOSOWANIE SIE DO B-1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOSTY MŁYŃSKIE /,MANDAT,50,2016-08-08 09:51:41
2016-08-07 21:50:00,INT-30650/16,NIESTOSOWANIE SIE DO B-1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOSTY MŁYŃSKIE /,MANDAT,100,2016-08-08 09:51:41
2016-08-07 03:35:00,INT-30633/16,Parkowanie za B-35,BLOKADA,MENNICZA /,,0,2016-08-08 07:21:14
2016-08-07 16:05:00,INT-30628/16,Parkowanie na postoju TAXI bez uprawnień oraz za B-36,BLOKADA,BERNARDYŃSKA /,,0,2016-08-08 07:01:11
2016-08-07 21:30:00,INT-30627/16,Parkowanie za D-40 w miejscu niewyznaczonym,BLOKADA,MENNICZA /,,0,2016-08-08 06:58:31
2016-08-07 20:20:00,INT-30625/16,Parkowanie na postoju TAXI bez uprawnień,BLOKADA,KOMANDORSKA /,MANDAT,100,2016-08-08 06:50:01
2016-08-07 16:05:00,INT-30628/16,Parkowanie na postoju TAXI bez uprawnień oraz za B-36,BLOKADA,BERNARDYŃSKA /,,100,2016-08-08 07:01:11
2016-08-07 20:45:00,INT-30626/16,"Parkowanie na chodniku brak 1,5 m przejścia dla pieszych",BLOKADA,WIĘZIENNA /,MANDAT,100,2016-08-08 06:53:11
2016-08-07 09:00:10,INT-30580/16,parkowanie na zakazie 3 aut ,NIEPRAWIDŁOWE PARKOWANIE,KŁOŚNA 11/,,0,2016-08-07 10:18:48
2016-08-07 13:04:07,INT-30592/16,"W PARKU SZCZYTNICKIM W ALEJKACH POARKUJĄ SAMOCHODY, ul.Parkowa zastawione chodniki i pojazdy zaparkowane na B-36. ",NIEPRAWIDŁOWE PARKOWANIE,KOPERNIKA /,MANDAT,100,2016-08-09 15:15:28
2016-08-07 13:04:07,INT-30592/16,"W PARKU SZCZYTNICKIM W ALEJKACH POARKUJĄ SAMOCHODY, ul.Parkowa zastawione chodniki i pojazdy zaparkowane na B-36. ",NIEPRAWIDŁOWE PARKOWANIE,KOPERNIKA /,MANDAT,50,2016-08-09 15:15:28
2016-08-07 00:01:26,INT-30566/16,NA WYS. NOT-U NA ZAKAZIE ZAPARKOWANY POJ. RENULT TWINGO I UTRUDNIA PODJAZD.,NIEPRAWIDŁOWE PARKOWANIE,PIŁSUDSKIEGO /,,0,2016-08-07 00:27:14
2016-08-07 06:39:11,INT-30578/16,"A SKRZYŻOWANIE Z UL. ŁACIARSKĄ NA CHODNIKU ZAPARKOWANY POJAZD MARKI SKODA FABIA, BLOKOWANIE CHODNIKA, BRAK 1,5 M PRZEJŚCIA DLA PIESZYCH.",NIEPRAWIDŁOWE PARKOWANIE,PLAC NANKIERA /,,0,2016-08-07 09:38:14
2016-08-07 11:39:56,INT-30587/16,Pojazdy zaparkowane na całej szerokości chodnika blokują przejście pieszym.,NIEPRAWIDŁOWE PARKOWANIE,ŁAZIENNA /,MANDAT,100,2016-08-07 18:12:55
2016-08-07 15:32:51,INT-30596/16,Kilkadziesiąt pojazdów zaparkowanych przy Aquaparku w miejscach nie wyznaczonych.,NIEPRAWIDŁOWE PARKOWANIE,KAMIENNA /,,0,2016-08-08 01:07:31
2016-08-07 19:49:21,INT-30606/16,"Pojazdy zaparkowane na B-36 , wjazd od ul.Krupniczej.",NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,,0,2016-08-07 22:39:27
2016-08-08 21:43:10,INT-30737/16,NIEPRAWIDŁOWE PARKOWANIE DWÓCH AUT,NIEPRAWIDŁOWE PARKOWANIE,BULWAR DEDALA 4/,,0,2016-08-08 23:28:37
2016-08-08 07:36:22,INT-30635/16,w podwórzu wjazd za pomocą około 10 samochód parkuje nieprawidłowo.,NIEPRAWIDŁOWE PARKOWANIE,PRĄDZYŃSKIEGO 47-63/,,0,2016-08-08 12:57:24
2016-08-08 07:36:22,INT-30635/16,w podwórzu wjazd za pomocą około 10 samochód parkuje nieprawidłowo.,NIEPRAWIDŁOWE PARKOWANIE,PRĄDZYŃSKIEGO 47-63/,,100,2016-08-08 12:57:24
2016-08-08 08:37:42,INT-30644/16,PARKOWANIE 1 POJAZDU  W STREFIE RUCHU ZA ZNAKIEM B-36.,NIEPRAWIDŁOWE PARKOWANIE,PRZYJAŹNI 20-20 A/,,0,2016-08-08 14:47:47
2016-08-08 10:04:23,INT-30651/16,PARKOWANIE 1 POJAZDU BEZ UPRAWNIEŃ NA JEDNEJ Z 5 KOPERT DLA MELEXSÓW PRZY RESTAURACJI LASCALA.,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,,0,2016-08-08 15:16:19
2016-08-08 10:04:23,INT-30651/16,PARKOWANIE 1 POJAZDU BEZ UPRAWNIEŃ NA JEDNEJ Z 5 KOPERT DLA MELEXSÓW PRZY RESTAURACJI LASCALA.,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,,100,2016-08-08 15:16:19
2016-08-08 06:50:00,INT-30657/16,wjazd za b1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOST MŁYŃSKI /,MANDAT,50,2016-08-08 10:17:38
2016-08-08 06:50:00,INT-30657/16,wjazd za b1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOST MŁYŃSKI /,MANDAT,100,2016-08-08 10:17:38
2016-08-08 10:25:00,INT-30661/16,parkowanie za B-36,BLOKADA,KAZIMIERZA WIELKIEGO /,,50,2016-08-08 10:46:45
2016-08-08 10:25:00,INT-30661/16,parkowanie za B-36,BLOKADA,KAZIMIERZA WIELKIEGO /,,0,2016-08-08 10:46:45
2016-08-08 10:25:00,INT-30661/16,parkowanie za B-36,BLOKADA,KAZIMIERZA WIELKIEGO /,,100,2016-08-08 10:46:45
2016-08-08 10:50:13,INT-30662/16,parkowanie na powierzchni wyłączonej z ruchu,BLOKADA,WŁODKOWICA /,,100,2016-08-08 10:50:30
2016-08-08 10:40:00,INT-30673/16,a Energetyczna parkowanie na skrzyżowaniu,BLOKADA,PRETFICZA /,,0,2016-08-08 11:25:27
2016-08-08 10:40:00,INT-30673/16,a Energetyczna parkowanie na skrzyżowaniu,BLOKADA,PRETFICZA /,,300,2016-08-08 11:25:27
2016-08-08 12:28:08,INT-30684/16,b-1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOSTY MŁYŃSKIE /,MANDAT,50,2016-08-08 20:51:39
2016-08-08 12:28:08,INT-30684/16,b-1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOSTY MŁYŃSKIE /,MANDAT,100,2016-08-08 20:51:39
2016-08-08 12:55:00,INT-30687/16,"Handel warzywami na terenie ""Parku Kulturowego""",HANDEL,RUSKA /,MANDAT,50,2016-08-08 13:10:14
2016-08-08 13:35:51,INT-30690/16,NA POSTOJU TAXI ZAPARKOWANE POJAZDY OSOBOWE BEZ UPRAWNIEŃ. ,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,,0,2016-08-08 14:39:30
2016-08-08 13:35:51,INT-30690/16,NA POSTOJU TAXI ZAPARKOWANE POJAZDY OSOBOWE BEZ UPRAWNIEŃ. ,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,,100,2016-08-08 14:39:30
2016-08-08 15:13:06,INT-30697/16,PRZY WJEŹDZIE DO SZPITALA PO PRAWEJ STRONIE OK 200 M DALEJ 3 POJAZDY ZAPARKOWANE NA TRAWNIKU.,NISZCZENIE ZIELENI,KOSZAROWA /,,0,2016-08-08 17:39:54
2016-08-08 15:15:00,INT-30700/16,Parkowanie za znakiem B-36,NIEPRAWIDŁOWE PARKOWANIE,PRETFICZA /,,0,2016-08-08 15:25:32
2016-08-08 15:15:00,INT-30700/16,Parkowanie za znakiem B-36,NIEPRAWIDŁOWE PARKOWANIE,PRETFICZA /,,100,2016-08-08 15:25:32
2016-08-08 13:45:00,INT-30701/16,ul Skarbowców - skontrolowano jedno stoisko ze sprzedażą kwiatów,HANDEL,SKARBOWCÓW /,MANDAT,50,2016-08-08 15:29:03
2016-08-08 15:55:00,INT-30708/16,"Prkowanie pojazdów na chodniku, brak 1.5m przejścia chodnikiem.",NIEPRAWIDŁOWE PARKOWANIE,GRABARSKA /,,0,2016-08-08 16:56:12
2016-08-08 15:55:00,INT-30708/16,"Prkowanie pojazdów na chodniku, brak 1.5m przejścia chodnikiem.",NIEPRAWIDŁOWE PARKOWANIE,GRABARSKA /,,100,2016-08-08 16:56:12
2016-08-08 17:52:34,INT-30709/16,2 pojazdy na całej szer. chodnika.,NIEPRAWIDŁOWE PARKOWANIE,SOKOLA 67/,,0,2016-08-08 18:16:07
2016-08-08 18:13:33,INT-30711/16,"TEREN PODWÓRZA OD PARKU SKOWRONIEGO. OD KILKU DNI NA PODWÓRZU KOCZUJE 3 BEZDOMNYCH 1 KOBIETA I 2 MĘŻCZYZN. SPOZYWAJĄ ALKOHOL PRZY PLACU ZABAW,  ZAŚMIECAJĄ TEREN , PRZEKLINAJĄ.",BEZDOMNY,ŚLĘŻNA 92/,,0,2016-08-08 18:46:48
2016-08-08 16:40:00,INT-30714/16,"parkowanie w zatoce MPK pojazdem osobowym , dodatkowo B35",NIEPRAWIDŁOWE PARKOWANIE,GRABISZYŃSKA /,POUCZENIE,0,2016-08-08 19:15:18
2016-08-08 16:10:00,INT-30715/16,parkowanie w odległości mniej niż 10 m. od przejścia dla pieszych ,NIEPRAWIDŁOWE PARKOWANIE,PROSTA /,MANDAT,0,2016-08-08 19:17:44
2016-08-08 16:25:00,INT-30716/16,parkowanie w miejscu obowiązywania B1 /pętla MPK/,NIEPRAWIDŁOWE PARKOWANIE,ROBOTNICZA /,,200,2016-08-08 19:20:04
2016-08-08 17:10:00,INT-30719/16,handel poza miejscami wyznaczonymi MKK 50,HANDEL,OŁAWSKA /,MANDAT,50,2016-08-08 20:10:33
2016-08-08 17:35:00,INT-30722/16,handel poza miejscami wyznaczonymi MKK 50,HANDEL,OŁAWSKA /,MANDAT,100,2016-08-08 20:13:07
2016-08-08 20:25:29,INT-30724/16,Pojazdy zaparkowane w strefie zamieszkania w miejscach nie wyznaczonych.,NIEPRAWIDŁOWE PARKOWANIE,STRZEGOMSKA 3B/C/,OSTRZEŻENIE,0,2016-08-09 00:22:40
2016-08-08 20:32:03,INT-30726/16,Pojazdy zaparkowane na B-35..,NIEPRAWIDŁOWE PARKOWANIE,MAŚLICKA 173/,OSTRZEŻENIE,0,2016-08-08 23:07:03
2016-08-09 08:21:27,INT-30755/16,POJAZDY ZA B-36 ,NIEPRAWIDŁOWE PARKOWANIE,WSZYSTKICH ŚWIĘTYCH /,,0,2016-08-09 11:14:43
2016-08-09 08:21:27,INT-30755/16,POJAZDY ZA B-36 ,NIEPRAWIDŁOWE PARKOWANIE,WSZYSTKICH ŚWIĘTYCH /,,100,2016-08-09 11:14:43
2016-08-09 08:39:01,INT-30757/16,ZABLOKOWANY WYJAZD Z GARAŻU,NIEPRAWIDŁOWE PARKOWANIE,KAMIENNA 3/5/,,100,2016-08-09 09:34:46
2016-08-09 09:13:53,INT-30762/16,HANDEL NA CHODNIKU,HANDEL,JEMIOŁOWA /,,50,2016-08-09 11:42:09
2016-08-09 09:40:00,INT-30769/16,Kontrola handlu naterenie parku kulturowego,HANDEL,PRZEJŚCIE WINOGRONOWE /,MANDAT,100,2016-08-09 10:38:11
2016-08-09 10:20:00,INT-30768/16,Parkowanie pojazdów w strefie zamieszkania poza miejscem wyznaczonym,NIEPRAWIDŁOWE PARKOWANIE,PRZYJAŹNI 2E/,,100,2016-08-09 10:35:24
2016-08-09 12:50:00,INT-30809/16,Handel na terenie Gminy Wrocław bez wymaganego zezwolenia.,HANDEL,HORBACZEWSKIEGO /,,50,2016-08-09 18:17:07
2016-08-09 14:25:00,INT-30811/16,Handel na terenie Gminy Wrocław bez wymaganego zezwolenia.,HANDEL,KOZANOWSKA /,MANDAT,100,2016-08-09 18:24:44
2016-08-09 14:41:56,INT-30790/16,Z3.4017.111.2016.JRNa boisku sportowym młodzież do późnych godzin nocnych gra w piłkę i głośno słucha muzyki używając niecenzuralnych słów.,ZAKŁÓCANIE CISZY NOCNEJ,NIEDŹWIEDZIA 33/,,100,2016-08-29 15:29:33
2016-08-09 15:30:00,INT-30804/16,Spożywanie alkoholu w miejscu zabronionym przez ustawę.,SPOŻYWANIE ALKOHOLU,STABŁOWICKA /,POUCZENIE,0,2016-08-09 17:17:22
2016-08-09 18:16:27,INT-30806/16,PARKOWANIE ZA D-40 W MIEJSCU NIE WYZNACZONYM,NIEPRAWIDŁOWE PARKOWANIE,SOKOLA 51/,,0,2016-08-09 21:48:55
2016-08-09 18:30:20,INT-30812/16,POJAZD NA CAŁEJ ZER. CHODNIKA VW CIEMNY GRAFIT,NIEPRAWIDŁOWE PARKOWANIE,SERNICKA 22/,,0,2016-08-09 22:36:51
2016-08-09 19:10:02,INT-30815/16,"A GAJOWICKA POJAZD RENAULT BUS ZAPARKOWANY W ODL. OKOŁO 0,5 M OD PRZEJŚCIA DLA PIESZYCH",NIEPRAWIDŁOWE PARKOWANIE,ŻELAZNA /,,0,2016-08-09 22:18:14
2016-08-09 22:30:00,INT-30825/16,Parkowanie za B36,BLOKADA,KAZIMIERZA WIELKIEGO /,,100,2016-08-10 06:50:09
2016-08-10 00:50:00,INT-30826/16,Parkowanie za b36,BEZPIECZEŃSTWO W KOMUNIKACJI,WŁODKOWICA /,,100,2016-08-10 06:52:42
2016-08-10 08:33:12,INT-30831/16,w miejscu obowiązywania B36 parkuje ok. 10 samochodów.,NIEPRAWIDŁOWE PARKOWANIE,LEKARSKA /,,100,2016-08-10 10:59:49
2016-08-10 08:33:12,INT-30831/16,w miejscu obowiązywania B36 parkuje ok. 10 samochodów.,NIEPRAWIDŁOWE PARKOWANIE,LEKARSKA /,,0,2016-08-10 10:59:49
2016-08-10 09:00:00,INT-30893/16,"parkowanie na skrzyżowaniu oraz chodniku bez zachowania 1,5 m. dla pieszych ",NIEPRAWIDŁOWE PARKOWANIE,PUSZCZYKOWSKA /,MANDAT,100,2016-08-10 18:38:36
2016-08-10 09:00:00,INT-30893/16,"parkowanie na skrzyżowaniu oraz chodniku bez zachowania 1,5 m. dla pieszych ",NIEPRAWIDŁOWE PARKOWANIE,PUSZCZYKOWSKA /,MANDAT,0,2016-08-10 18:38:36
2016-08-10 09:40:00,INT-30856/16,Kontrola handlu na terenie Parku Kulturowego,HANDEL,PRZEJŚCIE WINOGRONOWE /,MANDAT,50,2016-08-10 12:02:17
2016-08-10 10:10:00,INT-30941/16,NIESTOSOWANIE SIE DO B-1,BEZPIECZEŃSTWO W KOMUNIKACJI,MOSTY MŁYŃSKIE /,MANDAT,100,2016-08-11 08:54:40
2016-08-10 10:10:00,INT-30979/16,b-36,NIEPRAWIDŁOWE PARKOWANIE,LEKARSKA /,MANDAT,100,2016-08-11 14:43:14
2016-08-10 10:25:51,INT-30842/16,na przeciwko postoju Taxi - parkowanie trzech pojazdów za B-36,NIEPRAWIDŁOWE PARKOWANIE,WIELKA /,,100,2016-08-10 11:34:03
2016-08-10 10:40:00,INT-30862/16,Handel na terenie gminy bez zezwolenia,HANDEL,HORBACZEWSKIEGO /,MANDAT,50,2016-08-10 12:38:40
2016-08-10 10:40:00,INT-30861/16,parkowanie w strefie zamieszkania poza miejscem wyznaczonym do parkowania,BLOKADA,PRZYJAŹNI /,,100,2016-08-10 12:38:17
2016-08-10 11:05:00,INT-30860/16,Handel na terenie gminy bez zezwolenia.,HANDEL,ESTOŃSKA /,MANDAT,100,2016-08-10 12:35:45
2016-08-10 11:50:00,INT-30858/16,parkowanie za B-36,BLOKADA,WŁODKOWICA /,,100,2016-08-10 12:23:43
2016-08-10 12:36:29,INT-30859/16,parkowanie pojazdów za B-36,NIEPRAWIDŁOWE PARKOWANIE,MALARSKA /,MANDAT,100,2016-08-10 13:50:39
2016-08-10 12:41:05,INT-30863/16,Spożywanie alkoholu w miejscu zabronionym ustawą.,SPOŻYWANIE ALKOHOLU,PARK ZAMKOWY /,MANDAT,100,2016-08-10 12:41:08
2016-08-10 13:09:00,INT-30972/16,POSTÓJ NA DRODZE DLA ROWERÓW,NIEPRAWIDŁOWE PARKOWANIE,TRZEBNICKA /,MANDAT,100,2016-08-11 13:53:35
2016-08-10 14:38:00,INT-30902/16,kontrola z zakresu gospodarki wodnej,PORZĄDKOWA,CHOCIEBUSKA /,MANDAT,250,2016-08-10 19:41:13
2016-08-10 14:38:00,INT-30901/16,"Zniszczenie zieleni poprzez zmycie trawnika, oraz odsłonięcie korzeni drzew, poprzez wylewanie wody pod dużym ciśnieniem.",PORZĄDKOWA,CHOCIEBUSKA /,MANDAT,250,2016-08-10 19:40:27
2016-08-10 14:44:18,INT-30876/16,na posotoju Taxi parkują 2 samochody bez uprawnień.,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,,100,2016-08-10 15:18:52
2016-08-10 14:44:18,INT-30876/16,na posotoju Taxi parkują 2 samochody bez uprawnień.,NIEPRAWIDŁOWE PARKOWANIE,KOMANDORSKA /,,0,2016-08-10 15:18:52
2016-08-10 15:14:07,INT-30877/16,Przy przychodni dla kopercie dla pojazdów osób niepełnosprawnych parkuje FIAT bez uprawnień.,NIEPRAWIDŁOWE PARKOWANIE,HERMANOWSKA 85/,SĄD REJONOWY,0,2016-08-10 17:14:36
2016-08-10 15:40:00,INT-30907/16,parkowanie w miejscu obowiązywania B36,NIEPRAWIDŁOWE PARKOWANIE,BERNARDYŃSKA /,MANDAT,100,2016-08-10 20:10:48
2016-08-10 15:45:00,INT-30908/16,parkowanie za D40 w miejscu niewyznaczonym ,NIEPRAWIDŁOWE PARKOWANIE,FREDRY (1) /,MANDAT,100,2016-08-10 20:12:06
