Data Godzina,Numer,Opis,Typ,Miejsce,Status,Kwota Mandatu,Data Zakończenia
2018-02-16 15:55:00,INT-07007/18,HANDEL NA TERENIE PARKU KULTUROWEGO BEZ ZEZWOLENIA,HANDEL,OŁAWSKA /,MANDAT,100,2018-02-19 07:10:10
2018-02-16 17:00:00,INT-07121/18,handel,HANDEL,SKARBOWCÓW /,MANDAT,50,2018-02-19 16:48:53
2018-02-16 17:05:00,INT-07116/18,b 36,NIEPRAWIDŁOWE PARKOWANIE,ZAPOROSKA /,MANDAT,100,2018-02-19 16:25:52
2018-02-16 18:00:00,INT-07008/18,HANDEL NA TERENIE PARKU KULTUROWEGO BEZ ZEZWOLENIA ,HANDEL,OŁAWSKA /,MANDAT,100,2018-02-19 07:13:46
2018-02-16 19:32:00,INT-06735/18,POSTÓJANA TRAWNIKACH - NISZCZENIE ROSLINNOŚCI ,NISZCZENIE ZIELENI,KURONIA /,WEZWANIE,50,2018-02-16 19:38:35
2018-02-16 20:06:58,INT-06737/18,PARKOWANIE POJAZDÓW ZA B-36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,0,,2018-02-17 00:53:35
2018-02-16 20:06:58,INT-06737/18,PARKOWANIE POJAZDÓW ZA B-36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,100,,2018-02-17 00:53:35
2018-02-16 20:37:01,INT-06744/18,postój taxi przy hotelu Wieniawa  zaparkowany  pojazd Citroen Berlingo kol. białego nie uprawniony.,NIEPRAWIDŁOWE PARKOWANIE,GAJOWICKA /,100,,2018-02-16 21:33:12
2018-02-16 20:50:07,INT-06753/18,parkowanie pojazdów nieuprawnionych na postoju taxi ,NIEPRAWIDŁOWE PARKOWANIE,BOGUSŁAWSKIEGO /,OSTRZEŻENIE,0,2018-02-16 23:29:43
2018-02-16 20:50:30,INT-06752/18,Dokładna lokalizacja: ul. Czartoryskiego we Wrocławiu pomiędzy blokiem numer 31-37 a osiedlowym parkiem.,NIEPRAWIDŁOWE PARKOWANIE,CZARTORYSKIEGO 31-37/,OSTRZEŻENIE,0,2018-02-17 00:04:03
2018-02-16 21:30:04,INT-06762/18,zablokowany wyjazd z posesji,Zablokowany wyjazd,KAMIENNA (1) 31-35/,LAWETA,100,2018-02-16 22:14:05
2018-02-17 00:05:00,INT-07013/18,Parkowanie za B36,NIEPRAWIDŁOWE PARKOWANIE,OFIAR OŚWIĘCIMSKICH /,100,,2018-02-19 08:19:30
2018-02-17 09:57:07,INT-06781/18,NA POSTOJU TAXI POJAZD BEZ UPRAWNIEŃ,NIEPRAWIDŁOWE PARKOWANIE,PURKYNIEGO /,100,,2018-02-17 12:04:51
2018-02-17 10:38:09,INT-06784/18,pojazd BMW blokuje wyjazd zgłaszający na miejscu tel. ,Zablokowany wyjazd,TĘCZOWA 91/,100,,2018-02-17 12:05:36
2018-02-17 11:00:19,INT-06788/18,A WIĘZIENNA NIEPRAWIDŁOWO ZAPARKOWANE POJAZDY UTRUDNIAJĄ RUCH KOŁOWY. PRZY BUDYNKU UNIWERSYTERU NA CHODNIKU - BRAK PRZEJŚCIA,NIEPRAWIDŁOWE PARKOWANIE,GRODZKA /,MANDAT,100,2018-02-17 16:12:10
2018-02-17 12:08:13,INT-06797/18,"pojazdy za b-36, na chodniku brak 1,5 m szer. chodnika",NIEPRAWIDŁOWE PARKOWANIE,HALLERA 192/,100,,2018-02-17 12:31:14
2018-02-17 12:30:06,INT-06804/18,"ZABLOKOWANY WYJAZD EWAKUACYJNY Z POLSKIEGO ZWIĄZKU GŁUCHYCH + PARKOWANIE NA CHODNIKU BRAK 1,5M SZER. CHODNIKA ",Zablokowany wyjazd,BRANIBORSKA 2-10/,0,,2018-02-17 13:45:34
2018-02-17 13:06:51,INT-06812/18,"PALENIE OGNUISKA NA TERENIE POSESJI, DUŻE ZADYMIENIE","WYPALANIE, OGNISKO",CZAJKOWSKIEGO 99/,200,,2018-02-17 14:04:18
2018-02-17 15:40:00,INT-06934/18,Handel na terenie Parku Kulturowego,HANDEL,RYNEK 55/,MANDAT,100,2018-02-18 13:07:43
2018-02-17 15:48:23,INT-06838/18,parkowanie pojazdów w miejscach niewyznaczonych w strefie D-40,NIEPRAWIDŁOWE PARKOWANIE,TĘCZOWA 87-89/,100,,2018-02-17 18:31:50
2018-02-17 17:28:04,INT-06859/18,na drodze dojazdowej do osiedla pojazdy za B-36,NIEPRAWIDŁOWE PARKOWANIE,WALOŃSKA /,0,,2018-02-17 23:39:13
2018-02-17 18:18:06,INT-06863/18,parkowanie pojazdów za B-36,NIEPRAWIDŁOWE PARKOWANIE,KRAWIECKA /,0,,2018-02-18 05:12:56
2018-02-17 20:33:34,INT-06878/18,Nieuprawnione pojazdy na Taxi.,NIEPRAWIDŁOWE PARKOWANIE,BOGUSŁAWSKIEGO /,100,,2018-02-17 21:20:58
2018-02-17 21:04:21,INT-06881/18,Przyjaźni-Braterska pojazd Vozilla na przejściu dla pieszych.,NIEPRAWIDŁOWE PARKOWANIE,PRZYJAŹNI /,0,,2018-02-17 22:50:13
2018-02-17 21:04:21,INT-06881/18,Przyjaźni-Braterska pojazd Vozilla na przejściu dla pieszych.,NIEPRAWIDŁOWE PARKOWANIE,PRZYJAŹNI /,300,,2018-02-17 22:50:13
2018-02-17 21:26:32,INT-06882/18,Pojazdy bez uprawnień zaparkowane na postoju Taxi.,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,0,,2018-02-17 22:12:42
2018-02-18 01:33:59,INT-06895/18,Parkowanie za B-36.,NIEPRAWIDŁOWE PARKOWANIE,MALARSKA /,0,,2018-02-18 04:46:11
2018-02-18 06:37:30,INT-06898/18,Parkowanie na kopertach ZETO.,NIEPRAWIDŁOWE PARKOWANIE,OFIAR OŚWIĘCIMSKICH 7-13/,100,,2018-02-18 07:09:11
2018-02-18 09:04:45,INT-06903/18,Srebrna Renówka zaparkowana na skwerze zielonym - notorycznie a wokoło są wolne miejsca do parkowania.,NISZCZENIE ZIELENI,GERSONA 13-15/,0,,2018-02-18 09:58:11
2018-02-18 09:25:00,INT-06938/18,plac gołębi zanieczyszczanie miejsca publicznego - oddawanie moczu,ZAKŁÓCANIE ŁADU I PORZĄDKU,RYNEK /,MANDAT,50,2018-02-18 13:35:53
2018-02-18 09:30:06,INT-06906/18,przy Dworcu Świebodzkim na pętli MPK parkuja pojazdy utrudniając ruch.,NIEPRAWIDŁOWE PARKOWANIE,ROBOTNICZA /,100,,2018-02-18 11:33:37
2018-02-18 10:30:37,INT-06909/18,Strefa D-40 - bordowa Toyota poza miejscem wyznaczonym - dwa dni.,NIEPRAWIDŁOWE PARKOWANIE,SOKOLA 51/,0,,2018-02-18 12:48:07
2018-02-18 11:01:44,INT-06915/18,"parkowanie za B-36, utrudnianie wyjazdu z parkingu.",NIEPRAWIDŁOWE PARKOWANIE,BOROWSKA 242/,100,,2018-02-18 13:35:20
2018-02-18 11:12:30,INT-06916/18,w godzinach 10:15 do 11:10 patrol przeprowadził kontrolę handlu w miejscach zabronionych.,HANDEL,ROBOTNICZA /,100,,2018-02-18 11:15:12
2018-02-18 11:17:09,INT-06917/18,wyjazd z posesji blokuje Peugeot.,Zablokowany wyjazd,STANKI 32/,100,,2018-02-18 12:27:33
2018-02-18 12:39:51,INT-06930/18,przy galerii samochody parkują w miejscu zakazów.,NIEPRAWIDŁOWE PARKOWANIE,SUCHA /,0,,2018-02-18 15:51:48
2018-02-18 12:39:51,INT-06930/18,przy galerii samochody parkują w miejscu zakazów.,NIEPRAWIDŁOWE PARKOWANIE,SUCHA /,100,,2018-02-18 15:51:48
2018-02-18 13:15:00,INT-07470/18,HANDEL NA TERENIE PARKU KULTUROWEGO,HANDEL,RYNEK RATUSZ /,MANDAT,100,2018-02-21 13:01:15
2018-02-18 14:57:29,INT-06953/18,"Kamieńskiego 207 - 1 pojazd na kopercie dla inwalidy bez uprawnień , Kamieńskiego 215 - 2 pojazdy na kopercie dla inwalidy.",NIEPRAWIDŁOWE PARKOWANIE,KAMIEŃSKIEGO HENRYKA MICHAŁA 207-215/,100,,2018-02-18 21:53:49
2018-02-18 14:57:29,INT-06953/18,"Kamieńskiego 207 - 1 pojazd na kopercie dla inwalidy bez uprawnień , Kamieńskiego 215 - 2 pojazdy na kopercie dla inwalidy.",NIEPRAWIDŁOWE PARKOWANIE,KAMIEŃSKIEGO HENRYKA MICHAŁA 207-215/,500,,2018-02-18 21:53:49
2018-02-18 16:48:25,INT-06968/18,Naziemny parking przy dworcu PKP koperty dla osób niepełnosprawnych zajęte przez pojazdy nieuprawnione- zgłaszjąca jest inwalidką i zwracała kierowcą że nie prawidłowo parkują została zignorowana ,NIEPRAWIDŁOWE PARKOWANIE,PIŁSUDSKIEGO JÓZEFA 111/,500,,2018-02-18 18:43:37
2018-02-18 16:53:56,INT-06969/18,poj. m-ki Peugeot zablokował wyjazd z podwórka.,Zablokowany wyjazd,PSIE BUDY /,100,,2018-02-18 17:57:10
2018-02-18 16:53:56,INT-06969/18,poj. m-ki Peugeot zablokował wyjazd z podwórka.,Zablokowany wyjazd,PSIE BUDY /,0,,2018-02-18 17:57:10
2018-02-18 18:08:53,INT-06981/18,Za B-36 zaparkowane pojazdy - 9 sztuk.,NIEPRAWIDŁOWE PARKOWANIE,KRAWIECKA /,0,,2018-02-18 23:57:07
2018-02-18 20:10:00,INT-07120/18,b 36,NIEPRAWIDŁOWE PARKOWANIE,HALLERA /,MANDAT,100,2018-02-19 16:43:59
2018-02-18 20:12:53,INT-06995/18,parkowanie pojazdów na zakazie utrudnienie ruchu,NIEPRAWIDŁOWE PARKOWANIE,NYSKA 50/,0,,2018-02-19 00:25:07
2018-02-18 21:40:34,INT-07000/18,parkowanie pojazdów nieuprawnionych na postoju TAXI,NIEPRAWIDŁOWE PARKOWANIE,BERNARDYŃSKA /,100,,2018-02-18 22:39:44
2018-02-18 22:25:00,INT-07068/18,Parkowanie za B36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,0,,2018-02-19 12:11:45
2018-02-18 22:25:00,INT-07068/18,Parkowanie za B36,NIEPRAWIDŁOWE PARKOWANIE,WŁODKOWICA /,100,,2018-02-19 12:11:45
2018-02-18 22:37:08,INT-07002/18,parkowanie w strefie zamieszkania poza miejcsami wyznaczonymi ( od strony płotu ),NIEPRAWIDŁOWE PARKOWANIE,WOJACZKA 5-7/,0,,2018-02-18 23:20:43
2018-02-18 23:20:00,INT-07179/18,Parkowanie za B36,NIEPRAWIDŁOWE PARKOWANIE,KAZIMIERZA WIELKIEGO /,100,,2018-02-20 06:18:22
2018-02-19 07:15:22,INT-07009/18,Postój na kopercie dla osoby niepełnosprawnej bez uprawnień.,NIEPRAWIDŁOWE PARKOWANIE,ŁACIARSKA /,0,,2018-02-19 07:15:25
2018-02-19 07:30:00,INT-07130/18,s 6,BEZPIECZEŃSTWO W KOMUNIKACJI,POWSTAŃCÓW ŚLĄSKICH /,MANDAT,100,2018-02-19 17:21:20
2018-02-19 07:40:00,INT-07126/18,s5,WYKROCZENIA PIESZYCH,POWSTAŃCÓW ŚLĄSKICH /,MANDAT,100,2018-02-19 17:07:10
2018-02-19 07:45:00,INT-07122/18,przechodzenie w miejscu zabronionym,WYKROCZENIA PIESZYCH,POWSTAŃCÓW ŚLĄSKICH /,MANDAT,50,2018-02-19 16:55:05
2018-02-19 08:20:00,INT-07020/18,postoj na jezdni w miejscu obowiązywania znaku B-36,NIEPRAWIDŁOWE PARKOWANIE,GŁÓWNA 62/,MANDAT,100,2018-02-19 09:09:55
2018-02-19 08:44:54,INT-07016/18,"pojazd bez uprawnień na kopercie FENIXU, UTRUDNIENIE W RUCHU. ZGŁASZA OCHRONA09.10 pouczenie dla kierującego pojazdem Toyota ",NIEPRAWIDŁOWE PARKOWANIE,KURZY TARG /,0,,2018-02-19 08:59:27
2018-02-19 08:52:03,INT-07018/18,ogródki działkowe pomiędzy ul. Morwową a cmentarzem   ognisko duze zadymienie ,OGNISKO,BARDZKA /,MANDAT,50,2018-02-19 10:58:19
2018-02-19 09:40:00,INT-07671/18,PARKOWANIE POJAZDU W STREFIE ZAMIESZKANIA W MIEJSCU NIEPRZEZNACZONYM,NIEPRAWIDŁOWE PARKOWANIE,SUKIENNICE 10/,MANDAT,100,2018-02-22 11:55:16
2018-02-19 09:51:17,INT-07030/18,ZABLOKOWANY WYJAZD Z GARAŻU,Zablokowany wyjazd,SMOLUCHOWSKIEGO 32/,WEZWANIE,0,2018-02-19 10:18:33
2018-02-19 10:00:32,INT-07035/18,ARCHIMEDES POJAZDY ZA ZAKAZEM,NIEPRAWIDŁOWE PARKOWANIE,ROBOTNICZA 40/,0,,2018-02-19 13:16:26
2018-02-19 10:08:59,INT-07038/18,POJAZDY ZA ZAKAZEM STR. RUCHU,NIEPRAWIDŁOWE PARKOWANIE,ZAKŁADOWA 11/,100,,2018-02-19 11:29:25
2018-02-19 10:12:58,INT-07039/18,"POJAZDY ZAPARKOWANE NA CHODNIKU, BRAK PRZEJŚCIA",NIEPRAWIDŁOWE PARKOWANIE,WROŃSKIEGO /,MANDAT,300,2018-02-19 12:13:55
2018-02-19 10:21:35,INT-07042/18,POJAZDY ZAPARKOWANE NA CHODNIKU I TRAWNIKU PRZY 1 WJAZD DO SOR,NIEPRAWIDŁOWE PARKOWANIE,KAMIEŃSKIEGO /,WEZWANIE,0,2018-02-19 13:26:55
2018-02-19 10:35:00,INT-07052/18,postój na chodniku nie przy krawedzi jezdni ,NIEPRAWIDŁOWE PARKOWANIE,OWSIANA /,WEZWANIE,0,2018-02-19 11:15:40
2018-02-19 10:54:46,INT-07049/18,"PRZY BUDYNKU GDZIE POCZTA POJAZDY ZA B-36, T-24",NIEPRAWIDŁOWE PARKOWANIE,BRANIBORSKA 47/,100,,2018-02-19 16:44:33
2018-02-19 11:25:00,INT-07004/18,spożywanie alkoholu w miejscu niewyznaczonym ,PORZĄDKOWA,KROMERA 27A/,100,,2018-02-19 20:19:54
2018-02-19 11:36:27,INT-07060/18,parkowanie pojazdów w strefie zamieszkania wmiejscach niewynaczonych  D40 ,NIEPRAWIDŁOWE PARKOWANIE,KACZMARSKIEGO /,OSTRZEŻENIE,0,2018-02-19 17:14:42
2018-02-19 11:55:00,INT-07125/18,handel,HANDEL,SKARBOWCÓW /,MANDAT,50,2018-02-19 17:04:08
2018-02-19 12:20:00,INT-07758/18,pp dla kierującego pojazdem Toyota z art. 92 par.1 (C15),BEZPIECZEŃSTWO W KOMUNIKACJI,SZEWSKA 75/77,POUCZENIE,0,2018-02-22 18:09:09
2018-02-19 12:35:00,INT-07676/18,HANDEL NA TERENIE PARKU KULTUROWEGO BEZ ZEZWOLENIA,HANDEL,OŁAWSKA /,MANDAT,100,2018-03-05 11:49:15
2018-02-19 12:35:00,INT-07124/18,handel,HANDEL,JEMIOŁOWA /,MANDAT,50,2018-02-19 17:00:08
2018-02-19 12:35:00,INT-07127/18,handel,HANDEL,JEMIOŁOWA /,MANDAT,50,2018-02-19 17:14:24
2018-02-19 13:20:00,INT-07087/18,PARKOWANIE POJAZDU ZA B 39,NIEPRAWIDŁOWE PARKOWANIE,RYNEK 45/,MANDAT,100,2018-03-05 11:47:37
2018-02-19 14:35:00,INT-07153/18,Kontrola parkowania za znakiem b36 +t24,NIEPRAWIDŁOWE PARKOWANIE,WITA STWOSZA /,MANDAT,100,2018-02-19 19:35:36
2018-02-19 14:58:58,INT-07099/18,2 POJAZDY ZAPARKOWANE NA PASIE ROZDZIELAJĄCYM JEDNIE,NIEPRAWIDŁOWE PARKOWANIE,GAJOWA 47/,100,,2018-02-19 15:40:32
2018-02-19 15:50:00,INT-07104/18,NIEPRAWIDŁOWE PARKOWANIE ZA D-40,NIEPRAWIDŁOWE PARKOWANIE,MAŁOPOLSKA 36-38/,OSTRZEŻENIE,0,2018-02-19 18:50:25
2018-02-19 17:05:00,INT-07159/18,Spalanie odpadów organicznych w ognisku.PROTOKÓŁ Z KONTROLI ZO.4010.722.2018.JR,OGNISKO,ALEJA RÓŻ 32/,MANDAT,200,2018-02-19 20:06:17
2018-02-19 17:33:35,INT-07135/18,NA MIEJSCACH DLA POJAZDÓW VOZILLA POJAZDY BEZ UPRAWNIEŃ,NIEPRAWIDŁOWE PARKOWANIE,PLAC SOLNY /,0,,2018-02-19 18:10:09
2018-02-19 18:42:04,INT-07147/18,A NYSKA PRZY SIEDZIBIE RADY OSIEDLA NA CHODNIKU POJAZD CIĘŻAROWY,NIEPRAWIDŁOWE PARKOWANIE,HENRYKOWSKA /,0,,2018-02-19 21:58:17
2018-02-19 21:10:00,INT-07166/18,parkowanie za B-36,BLOKADA,KAZIMIERZA WIELKIEGO /,100,,2018-02-19 21:35:02
2018-02-19 21:10:00,INT-07166/18,parkowanie za B-36,BLOKADA,KAZIMIERZA WIELKIEGO /,0,,2018-02-19 21:35:02
2018-02-20 07:16:18,INT-07184/18,Wjazd od ul. Jarzcza pojazdy nieprawidłowo parkujące na chodniku oraz drodze dla rowerów,NIEPRAWIDŁOWE PARKOWANIE,MŁODNICKIEGO ARTURA /,100,,2018-02-20 11:19:22
2018-02-20 08:30:00,INT-07269/18,spożywanie alkoholu w miejscu niewyznaczonym ,PIEC,JEDNOŚCI NARODOWEJ /,MANDAT,100,2018-02-20 13:09:45
2018-02-20 09:29:20,INT-07213/18,"mężczyzna siedzi w samochodzie,spożywa alkohol.samochód ma włączonysilnik , co przeszkadza lokatorom z parteru",PORZĄDKOWA,ŚWIĘTOCHOWSKIEGO 2/,100,,2018-02-20 12:28:25
2018-02-20 09:35:09,INT-07216/18,p0ojazdy nieuprawnione parkują na kopertach dla sędziów,NIEPRAWIDŁOWE PARKOWANIE,ENERGETYCZNA 4/,0,,2018-02-20 10:06:14
2018-02-20 09:50:00,INT-07293/18,zanieczyszczanie jezdni,PORZĄDKOWA,MUCHOBORSKA /,MANDAT,50,2018-02-20 14:48:33
2018-02-20 10:00:00,INT-07595/18,mkk-200 z art. 92 par.1 Wjazd pojazem Peugot za znak B-1,BEZPIECZEŃSTWO W KOMUNIKACJI,RYNEK /,MANDAT,200,2018-02-21 21:32:49
2018-02-20 10:30:00,INT-07242/18,mężczyzna przechodzi przez przejście na czerwonym( działania z Policjantem WRD),WYKROCZENIA PIESZYCH,PLAC LEGIONÓW /,MANDAT,100,2018-02-20 11:44:52
2018-02-20 11:13:34,INT-07235/18,pojazdy parkują za b-36,NIEPRAWIDŁOWE PARKOWANIE,CYBULSKIEGO 35-39/,0,,2018-02-20 13:28:20
2018-02-20 11:13:34,INT-07235/18,pojazdy parkują za b-36,NIEPRAWIDŁOWE PARKOWANIE,CYBULSKIEGO 35-39/,100,,2018-02-20 13:28:20
2018-02-20 11:15:00,INT-07290/18,handel,HANDEL,SKARBOWCÓW /,MANDAT,50,2018-02-20 14:38:23
2018-02-20 11:40:00,INT-08768/18,posto za b-1 oraz b-36 t24,NIEPRAWIDŁOWE PARKOWANIE,WITA STWOSZA /,0,,2018-02-28 16:38:25
2018-02-20 11:50:00,INT-07294/18,spalanie odpadów,PIEC,SZCZYTNICKA 29/4,MANDAT,50,2018-02-20 14:56:56
2018-02-20 12:10:00,INT-07295/18,reklama bez zgody,PLAKATY (REKLAMY),SZCZYTNICKA 38B/,MANDAT,50,2018-02-20 15:03:14
2018-02-20 12:14:37,INT-07251/18,2 pojazdy stoją na pasach wyłączonych z ruchu P-21.,NIEPRAWIDŁOWE PARKOWANIE,POLESKA 9/,0,,2018-02-20 13:24:05
2018-02-20 12:25:00,INT-07292/18,reklama bez zgody,PLAKATY (REKLAMY),SZCZYTNICKA /,MANDAT,50,2018-02-20 14:42:28
2018-02-20 12:50:00,INT-07342/18,"Parkowanie za B-36, brak 1,5 m przejścia dla pieszych, brak 10 m od przejścia dla pieszych",BLOKADA,GWIAŹDZISTA /,50,,2018-02-20 18:40:29
2018-02-20 12:50:00,INT-07342/18,"Parkowanie za B-36, brak 1,5 m przejścia dla pieszych, brak 10 m od przejścia dla pieszych",BLOKADA,GWIAŹDZISTA /,300,,2018-02-20 18:40:29
2018-02-20 12:50:00,INT-07342/18,"Parkowanie za B-36, brak 1,5 m przejścia dla pieszych, brak 10 m od przejścia dla pieszych",BLOKADA,GWIAŹDZISTA /,200,,2018-02-20 18:40:29
2018-02-20 12:50:00,INT-07342/18,"Parkowanie za B-36, brak 1,5 m przejścia dla pieszych, brak 10 m od przejścia dla pieszych",BLOKADA,GWIAŹDZISTA /,100,,2018-02-20 18:40:29
2018-02-20 12:50:00,INT-07342/18,"Parkowanie za B-36, brak 1,5 m przejścia dla pieszych, brak 10 m od przejścia dla pieszych",BLOKADA,GWIAŹDZISTA /,0,,2018-02-20 18:40:29
2018-02-20 15:00:00,INT-07326/18,parkowanie za B-36 i na P-21,BLOKADA,CYBULSKIEGO /,100,,2018-02-20 17:18:18
2018-02-20 15:00:00,INT-07326/18,parkowanie za B-36 i na P-21,BLOKADA,CYBULSKIEGO /,0,,2018-02-20 17:18:18
2018-02-20 15:55:00,INT-07522/18,mk 2 po100,BEZPIECZEŃSTWO W KOMUNIKACJI,MOST MŁYŃSKI /,MANDAT,100,2018-02-21 16:18:53
2018-02-20 16:50:00,INT-07328/18,parkowanie za B-36,BLOKADA,POMORSKA /,100,,2018-02-20 17:20:56
2018-02-20 17:20:29,INT-07329/18,Św. Antoniego a Kazimierza Wielkiego naprzeciw salonu Orange przy pomniku panienki kierowca Kia Sportage wyrwał słupek wjechał za słupki i zaparkował .,NISZCZENIE MIENIA,ŚWIĘTEGO ANTONIEGO /,0,,2018-02-20 17:36:49
2018-02-20 18:19:35,INT-07339/18,Na całej szerokosci chodnika stoi biały bus Citroen.,NIEPRAWIDŁOWE PARKOWANIE,POSTĘPOWA 89/,OSTRZEŻENIE,0,2018-02-20 23:08:25
2018-02-20 18:43:54,INT-07345/18,"Parkowanie za B-36, brak 10 m od skrzyżowania, nie przy krawędzi jezdni, brak 1,5 m przejścia dla pieszych",BLOKADA,SWOBODNA /,100,,2018-02-20 18:49:35
2018-02-20 18:43:54,INT-07345/18,"Parkowanie za B-36, brak 10 m od skrzyżowania, nie przy krawędzi jezdni, brak 1,5 m przejścia dla pieszych",BLOKADA,SWOBODNA /,300,,2018-02-20 18:49:35
2018-02-20 18:43:54,INT-07345/18,"Parkowanie za B-36, brak 10 m od skrzyżowania, nie przy krawędzi jezdni, brak 1,5 m przejścia dla pieszych",BLOKADA,SWOBODNA /,0,,2018-02-20 18:49:35
2018-02-20 19:18:35,INT-07348/18,Spożywanie alkoholu na przystanku nr.17309 przy ul. Krzemienieckiej.,SPOŻYWANIE ALKOHOLU,KRZEMIENIECKA /,POUCZENIE,0,2018-02-21 14:49:43
2018-02-20 19:45:00,INT-07358/18,parkowanie na pasie zieleni,NISZCZENIE ZIELENI,KURONIA /,50,,2018-02-20 20:26:31
2018-02-20 22:44:52,INT-07366/18,nieprawidłowe parkowanie pojazdów w strefie zamieszkania poza miejscami wyznaczonymi,NIEPRAWIDŁOWE PARKOWANIE,WOJACZKA 19/,OSTRZEŻENIE,0,2018-02-21 02:57:35
2018-02-21 00:00:00,INT-07520/18,spalanie odpadów,PIEC,PRADZYŃSKIEGO 41/,MANDAT,50,2018-02-21 16:08:45
2018-02-21 08:11:47,INT-07385/18,na osiedlu parkowanie na przejściu dla pieszych pojazd mercedes ,NIEPRAWIDŁOWE PARKOWANIE,HALLERA 86/,MANDAT,500,2018-02-21 12:10:14
2018-02-21 08:11:47,INT-07385/18,na osiedlu parkowanie na przejściu dla pieszych pojazd mercedes ,NIEPRAWIDŁOWE PARKOWANIE,HALLERA 86/,MANDAT,100,2018-02-21 12:10:14
2018-02-21 08:11:47,INT-07385/18,na osiedlu parkowanie na przejściu dla pieszych pojazd mercedes ,NIEPRAWIDŁOWE PARKOWANIE,HALLERA 86/,MANDAT,50,2018-02-21 12:10:14
2018-02-21 08:15:00,INT-07555/18,kontrola parkowania za B-36,NIEPRAWIDŁOWE PARKOWANIE,SZEWSKA /,MANDAT,100,2018-02-21 18:59:04
2018-02-21 08:40:00,INT-07603/18,Parkowanie na P21,NIEPRAWIDŁOWE PARKOWANIE,PL.MUZEALNY /,0,,2018-02-22 06:35:33
2018-02-21 08:55:00,INT-07457/18,Termiczne przekształcanie odpadów w ognisku ,OGNISKO,ODOLANOWSKA /,MANDAT,500,2018-02-21 12:33:40
2018-02-21 09:00:00,INT-07604/18,Przejscie przez jezdnię przy zapalonym czerwonym swietle,WYKROCZENIA PIESZYCH,PL.LEGIONÓW /,100,,2018-02-22 06:37:15
2018-02-21 09:11:02,INT-07399/18,parkowanie pojazdów na płycie Rynku,NIEPRAWIDŁOWE PARKOWANIE,RYNEK I 50/,0,,2018-02-21 10:38:12
2018-02-21 09:20:00,INT-07516/18,spalanie odpadów,PIEC,PRĄDZYŃSKIEGO 41/,MANDAT,50,2018-02-21 15:56:20
2018-02-21 09:25:00,INT-07562/18,parkowanie pojazdu za B-36,NIEPRAWIDŁOWE PARKOWANIE,WITA STWOSZA /,MANDAT,100,2018-02-21 19:20:18
